Name,cvss,description,detection_method,detection_result,efdec65ce341 login:,host,impact,insight,instances,log_method,metasploit.com,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
PHP <= 5.6.27 / 7.0.x <= 7.0.12 DoS Vulnerability,9.8,['PHP is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: None', 'path / port: 80/tcp']",,172.31.1.107,[],"['PHP mishandles property modification during __wakeup processing, which allows remote attackers to cause a denial of service or possibly have unspecified other impact via crafted serialized data, as demonstrated by Exception::__toString with DateInterval::__wakeup.']",[],[],,,{},80,"['cpe:/a:php:php:5.5.9', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2016-9138', 'url: https://bugs.php.net/bug.php?id=73147', 'cert-bund: CB-K17/0318', 'cert-bund: CB-K16/1943', 'dfn-cert: DFN-CERT-2017-0325', 'dfn-cert: DFN-CERT-2016-2053']",CRITICAL,"['Solution type: WillNotFix', 'No known solution was made available for at least one year since the disclosure of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the product or replace the product by another one.']",OPENVAS,openvas_acgpiano_sqli-labs
PHP <= 7.1.5 Multiple DoS Vulnerabilities,9.8,['PHP is prone to multiple denial of service (DoS) vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: None', 'path / port: 80/tcp']",,172.31.1.107,[],"['The following flaws exist:', """"- CVE-2017-8923: The zend_string_extend function in Zend/zend_string.h does not prevent changes to string objects that result in a negative length, which allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact by leveraging a script's use of .= with a long string."""", '- CVE-2017-9119: The i_zval_ptr_dtor function in Zend/zend_variables.h allows attackers to cause a denial of service (memory consumption and application crash) or possibly have unspecified other impact by triggering crafted operations on array data structures.']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2017-8923', 'cve: CVE-2017-9119', 'url: https://bugs.php.net/bug.php?id=73122', 'url: https://bugs.php.net/bug.php?id=74310', 'url: https://bugs.php.net/bug.php?id=74577', 'url: https://bugs.php.net/bug.php?id=74593', 'url: http://www.securityfocus.com/bid/98518', 'url: http://www.securityfocus.com/bid/98596', 'cert-bund: WID-SEC-2024-3760', 'dfn-cert: DFN-CERT-2022-2639', 'dfn-cert: DFN-CERT-2022-2638', 'dfn-cert: DFN-CERT-2022-0485', 'dfn-cert: DFN-CERT-2022-0455', 'dfn-cert: DFN-CERT-2022-0431', 'dfn-cert: DFN-CERT-2022-0410']",Critical,"['No known solution was made available for at least one year since the disclosure of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the product or replace the product by another one.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 8.0.30, 8.1.x < 8.1.22, 8.2.x < 8.2.9 Security Update - Linux",9.8,['PHP is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 8.0.30', 'path / port: 80/tcp']",,172.31.1.107,[],"['The following flaws exist:', '- CVE-2023-3823: Fixed bug GHSA-3qrf-m4j2-pcrr (Security issue with external entity loading in XML without enabling it)', '- CVE-2023-3824: Fixed bug GHSA-jqcx-ccgc-xwhv (Buffer mismanagement in phar_dir_read())']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2023-3823', 'cve: CVE-2023-3824', 'url: https://www.php.net/ChangeLog-8.php#8.1.22', 'url: https://www.php.net/ChangeLog-8.php#8.0.30', 'url: https://www.php.net/ChangeLog-8.php#8.2.9', 'url: https://github.com/php/php-src/security/advisories/GHSA-3qrf-m4j2-pcrr', 'url: https://github.com/php/php-src/security/advisories/GHSA-jqcx-ccgc-xwhv', 'cert-bund: WID-SEC-2023-2917', 'cert-bund: WID-SEC-2023-2679', 'cert-bund: WID-SEC-2023-1970', 'dfn-cert: DFN-CERT-2024-3330', 'dfn-cert: DFN-CERT-2024-2681', 'dfn-cert: DFN-CERT-2024-0993', 'dfn-cert: DFN-CERT-2023-2570', 'dfn-cert: DFN-CERT-2023-2542', 'dfn-cert: DFN-CERT-2023-1775']",CRITICAL,"['Update to version 8.0.30, 8.1.22, 8.2.9 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 7.4.28, 8.0.x < 8.0.16, 8.1.x < 8.1.3 Security Update (Feb 2022) - Linux",9.8,['PHP released new versions which include a security fix.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 7.4.28', 'path / port: 80/tcp']",,172.31.1.107,[],['Fix #81708: UAF due to php_filter_float() failing for ints.'],[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation']",tcp,"['cve: CVE-2021-21708', 'url: https://www.php.net/ChangeLog-7.php#7.4.28', 'url: https://www.php.net/ChangeLog-8.php#8.0.16', 'url: https://www.php.net/ChangeLog-8.php#8.1.3', 'url: https://bugs.php.net/bug.php?id=81708', 'cert-bund: WID-SEC-2023-1737', 'cert-bund: WID-SEC-2022-1767', 'cert-bund: WID-SEC-2022-1335', 'cert-bund: WID-SEC-2022-1228', 'cert-bund: WID-SEC-2022-0280', 'cert-bund: CB-K22/0201', 'dfn-cert: DFN-CERT-2024-1062', 'dfn-cert: DFN-CERT-2023-1600', 'dfn-cert: DFN-CERT-2022-2639', 'dfn-cert: DFN-CERT-2022-2598', 'dfn-cert: DFN-CERT-2022-2500', 'dfn-cert: DFN-CERT-2022-2499', 'dfn-cert: DFN-CERT-2022-1605', 'dfn-cert: DFN-CERT-2022-0557', 'dfn-cert: DFN-CERT-2022-0407', 'dfn-cert: DFN-CERT-2022-0365']",CRITICAL,"['Update to version 7.4.28, 8.0.16, 8.1.3 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 8.1.31, 8.2.x < 8.2.26, 8.3.x < 8.3.14 Multiple Vulnerabilities - Linux",9.8,['PHP is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 8.1.31, 8.2.x < 8.2.26, 8.3.x < 8.3.14 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.153495', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 8.1.31', 'path / port: 80/tcp']",,172.31.1.107,[],"['The following vulnerabilities exist:', '- CVE-2024-8929: Leak partial content of the heap through heap buffer over-read', '- CVE-2024-8932: OOB access in ldap_escape', '- CVE-2024-11233: Single byte overread with convert.quoted-printable-decode filter', '- CVE-2024-11234: Configuring a proxy in a stream context might allow for CRLF injection in URIs', '- CVE-2024-11236: Integer overflow in the firebird/dblib quoter causing OOB writes', '- No CVE: Heap-Use-After-Free in sapi_read_post_data Processing in CLI SAPI Interface']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2024-8929', 'cve: CVE-2024-8932', 'cve: CVE-2024-11233', 'cve: CVE-2024-11234', 'cve: CVE-2024-11236', 'url: https://www.php.net/ChangeLog-8.php#8.1.31', 'url: https://www.php.net/ChangeLog-8.php#8.2.26', 'url: https://www.php.net/ChangeLog-8.php#8.3.14', 'url: https://github.com/php/php-src/security/advisories/GHSA-h35g-vwh6-m678', 'url: https://github.com/php/php-src/security/advisories/GHSA-g665-fm4p-vhff', 'url: https://github.com/php/php-src/security/advisories/GHSA-r977-prxv-hc43', 'url: https://github.com/php/php-src/security/advisories/GHSA-c5f2-jwm7-mmq2', 'url: https://github.com/php/php-src/security/advisories/GHSA-5hqh-c84r-qjcv', 'cert-bund: WID-SEC-2024-3519', 'dfn-cert: DFN-CERT-2025-1211', 'dfn-cert: DFN-CERT-2025-1082', 'dfn-cert: DFN-CERT-2025-0179', 'dfn-cert: DFN-CERT-2024-3200', 'dfn-cert: DFN-CERT-2024-3172', 'dfn-cert: DFN-CERT-2024-3108']",Critical,"['Update to version 8.1.31, 8.2.26, 8.3.14 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 8.1.32, 8.2.x < 8.2.28 Multiple Vulnerabilities - Linux",9.8,['PHP is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 8.1.32', 'path / port: 80/tcp']",,172.31.1.107,[],"['The following vulnerabilities exist:', """"- CVE-2025-1217: Header parser of 'http' stream wrapper does not handle folded headers"""", """"- CVE-2025-1219: libxml streams use wrong 'content-type' header when requesting a redirected resource"""", '- CVE-2025-1734: Streams HTTP wrapper does not fail for headers without colon', '- CVE-2025-1736: Stream HTTP wrapper header check might omit basic auth header', '- CVE-2025-1861: Stream HTTP wrapper truncate redirect location to 1024 bytes']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2025-1217', 'cve: CVE-2025-1219', 'cve: CVE-2025-1734', 'cve: CVE-2025-1736', 'cve: CVE-2025-1861', 'url: https://www.php.net/ChangeLog-8.php#8.1.32', 'url: https://www.php.net/ChangeLog-8.php#8.2.28', 'url: https://github.com/php/php-src/security/advisories/GHSA-v8xr-gpvj-cx9g', 'url: https://github.com/php/php-src/security/advisories/GHSA-p3x9-6h7p-cgfc', 'url: https://github.com/php/php-src/security/advisories/GHSA-pcmh-g36c-qc44', 'url: https://github.com/php/php-src/security/advisories/GHSA-hgf5-96fm-v528', 'url: https://github.com/php/php-src/security/advisories/GHSA-52jp-hrpf-2jff', 'cert-bund: WID-SEC-2025-0566', 'dfn-cert: DFN-CERT-2025-1939', 'dfn-cert: DFN-CERT-2025-1082', 'dfn-cert: DFN-CERT-2025-0665']",CRITICAL,"['Update to version 8.1.32, 8.2.28 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux,9.8,['Apache HTTP Server is prone to a HTTP request smuggling vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.56', 'path / port: 80/tcp']",,172.31.1.107,"['Request splitting/smuggling could result in bypass of access controls in the proxy server, proxying unintended URLs to existing origin servers, and cache poisoning.']",['Some mod_proxy configurations allow a HTTP Request Smuggling attack. Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied request-target (URL) data and is then re-inserted into the proxied request-target using variable substitution.'],[],[],,,{},80,"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2023-25690', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.56', 'cert-bund: WID-SEC-2025-1285', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-3129', 'cert-bund: WID-SEC-2023-2694', 'cert-bund: WID-SEC-2023-2031', 'cert-bund: WID-SEC-2023-1809', 'cert-bund: WID-SEC-2023-1807', 'cert-bund: WID-SEC-2023-1424', 'cert-bund: WID-SEC-2023-1021', 'cert-bund: WID-SEC-2023-0657', 'cert-bund: WID-SEC-2023-0583', 'dfn-cert: DFN-CERT-2023-1648', 'dfn-cert: DFN-CERT-2023-1297', 'dfn-cert: DFN-CERT-2023-1232', 'dfn-cert: DFN-CERT-2023-0884', 'dfn-cert: DFN-CERT-2023-0788', 'dfn-cert: DFN-CERT-2023-0658', 'dfn-cert: DFN-CERT-2023-0546']",Critical,['Update to version 2.4.56 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux,9.8,['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.48', 'path / port: 80/tcp']",,172.31.1.107,"['- CVE-2020-35452: A specially crafted Digest nonce can cause a stack overflow in mod_auth_digest.', '- CVE-2021-26690: A specially crafted Cookie header handled by mod_session can cause a NULL pointer dereference and crash, leading to a possible Denial Of Service.', '- CVE-2021-26691: A specially crafted SessionHeader sent by an origin server could cause a heap overflow.']","['The following vulnerabilities exist:', '- CVE-2020-35452: mod_auth_digest possible stack overflow by one null byte', '- CVE-2021-26690: mod_session NULL pointer dereference', '- CVE-2021-26691: mod_session response handling heap overflow']",[],[],,,{},80,"['cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2020-35452', 'cve: CVE-2021-26690', 'cve: CVE-2021-26691', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2022-0438', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0072', 'cert-bund: CB-K21/1092', 'cert-bund: CB-K21/1090', 'cert-bund: CB-K21/0646', 'dfn-cert: DFN-CERT-2022-1047', 'dfn-cert: DFN-CERT-2022-0207', 'dfn-cert: DFN-CERT-2022-0122', 'dfn-cert: DFN-CERT-2022-0098', 'dfn-cert: DFN-CERT-2021-2394', 'dfn-cert: DFN-CERT-2021-2365', 'dfn-cert: DFN-CERT-2021-2300', 'dfn-cert: DFN-CERT-2021-2187', 'dfn-cert: DFN-CERT-2021-2153', 'dfn-cert: DFN-CERT-2021-1467', 'dfn-cert: DFN-CERT-2021-1412', 'dfn-cert: DFN-CERT-2021-1355', 'dfn-cert: DFN-CERT-2021-1340', 'dfn-cert: DFN-CERT-2021-1333', 'dfn-cert: DFN-CERT-2021-1321', 'dfn-cert: DFN-CERT-2021-1273']",CRITICAL,['Update to version 2.4.48 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 7.1.33, 7.2.x < 7.2.24, 7.3.x < 7.3.11 RCE Vulnerability - Version Check",9.8,"['PHP is prone to a remote code execution (RCE) vulnerability in certain nginx + php-fpm configurations.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 7.1.33, 7.2.x < 7.2.24, 7.3.x < 7.3.11 RCE Vulnerability - Version Check', 'OID:1.3.6.1.4.1.25623.1.0.108692', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 7.1.33', 'path / port: 80/tcp']",,172.31.1.107,['Successful exploitation would allow an unauthenticated remote attacker to execute arbitrary code on the target machine.'],"['The file sapi/fpm/fpm/fpm_main.c contains pointer arithmetic that assumes that env_path_info has a prefix equal to the path to the php script.', 'However, the code does not check this assumption is satisfied.', """"The absence of the check can lead to an invalid pointer in the 'path_info' variable."""", 'Such conditions can be achieved in a pretty standard Nginx configuration.', """"The regexp in 'fastcgi_split_path_info' directive can be broken using the newline character (in encoded form, %0a)."""", 'Broken regexp leads to empty PATH_INFO, which triggers the bug.']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,[],Critical,"['Update to version 7.1.33, 7.2.24, 7.3.11 or later.', 'As an alternative a workaround to update the nginx configuration to mitigate this vulnerability is described at the PHP.net bugtracker linked in the references.']",OPENVAS,openvas_acgpiano_sqli-labs
PHP < 7.0.12 RCE / DoS Vulnerability - Linux,9.8,['PHP is prone to a remote code execution (RCE) or denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 7.0.12', 'path / port: 80/tcp']",,172.31.1.107,[],"['The SplObjectStorage unserialize implementation in ext/spl/spl_observer.c does not verify that a key is an object, which allows remote attackers to execute arbitrary code or cause a denial of service (uninitialized memory access) via crafted serialized data.']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2016-7480', 'url: https://www.php.net/ChangeLog-7.php#7.0.12', 'url: https://bugs.php.net/bug.php?id=73257', 'url: http://blog.checkpoint.com/2016/12/27/check-point-discovers-three-zero-day-vulnerabilities-web-programming-language-php-7', 'cert-bund: CB-K17/0318', 'dfn-cert: DFN-CERT-2017-0325']",CRITICAL,['Update to version 7.0.12 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server < 2.4.49 Multiple Vulnerabilities - Linux,9.8,['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.49', 'path / port: 80/tcp']",,172.31.1.107,[],"['The following vulnerabilities exist:', '- CVE-2021-34798: NULL pointer dereference in httpd core', '- CVE-2021-39275: ap_escape_quotes buffer overflow', '- CVE-2021-40438: mod_proxy SSRF']",[],[],,,{},80,"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2021-34798', 'cve: CVE-2021-39275', 'cve: CVE-2021-40438', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-2180', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0186', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2023-1969', 'cert-bund: WID-SEC-2023-1016', 'cert-bund: WID-SEC-2022-1298', 'cert-bund: WID-SEC-2022-1189', 'cert-bund: WID-SEC-2022-0724', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0476', 'cert-bund: CB-K22/0465', 'cert-bund: CB-K22/0463', 'cert-bund: CB-K21/0992', 'dfn-cert: DFN-CERT-2023-0881']",Critical,['Update to version 2.4.49 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux,9.8,['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.54', 'path / port: 80/tcp']",,172.31.1.107,[],"['The following vulnerabilities exist:', '- CVE-2022-26377: mod_proxy_ajp: Possible request smuggling', '- CVE-2022-28614: Read beyond bounds via ap_rwrite()', '- CVE-2022-28615: Read beyond bounds in ap_strcmp_match()', '- CVE-2022-29404: Denial of service in mod_lua r:parsebody', '- CVE-2022-30556: Information disclosure in mod_lua with websockets', '- CVE-2022-31813: mod_proxy X-Forwarded-For dropped by hop-by-hop mechanism']",[],[],,,{},80,"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2022-26377', 'cve: CVE-2022-28614', 'cve: CVE-2022-28615', 'cve: CVE-2022-29404', 'cve: CVE-2022-30556', 'cve: CVE-2022-31813', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.54', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-1969', 'cert-bund: WID-SEC-2023-0134', 'cert-bund: WID-SEC-2023-0132', 'cert-bund: WID-SEC-2022-1767', 'cert-bund: WID-SEC-2022-1766', 'cert-bund: WID-SEC-2022-1764', 'cert-bund: WID-SEC-2022-0858', 'cert-bund: WID-SEC-2022-0192', 'cert-bund: CB-K22/0692', 'dfn-cert: DFN-CERT-2023-0119', 'dfn-cert: DFN-CERT-2022-2799', 'dfn-cert: DFN-CERT-2022-2789', 'dfn-cert: DFN-CERT-2022-2652', 'dfn-cert: DFN-CERT-2022-2509']",Critical,['Update to version 2.4.54 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 5.6.31, 7.0.x < 7.0.21, 7.1.x < 7.1.7 Multiple Vulnerabilities (Jul 2017) - Linux",9.8,['PHP is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 5.6.31', 'path / port: 80/tcp']",,172.31.1.107,"['Successfully exploiting these issues allow remote attackers to leak information from the interpreter, crash PHP interpreter and also disclose sensitive information.']","['The following vulnerabilities exist:', '- An ext/date/lib/parse_date.c out-of-bounds read affecting the php_parse_date function.', '- The openssl extension PEM sealing code did not check the return value of the OpenSSL sealing function.', """"- lack of bounds checks in the date extension's timelib_meridian parsing code."""", """"- A stack-based buffer overflow in the zend_ini_do_op() function in the 'Zend/zend_ini_parser.c' script."""", '- The GIF decoding function gdImageCreateFromGifCtx in gd_gif_in.c in the GD Graphics Library (aka libgd) does not zero colorMap arrays before use.', '- Heap buffer overread (READ: 1) finish_nested_data from unserialize', '- oniguruma upstream fix']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2017-7890', 'cve: CVE-2017-9224', 'cve: CVE-2017-9225', 'cve: CVE-2017-9226', 'cve: CVE-2017-9227', 'cve: CVE-2017-9228', 'cve: CVE-2017-9229', 'cve: CVE-2017-11144', 'cve: CVE-2017-11145', 'cve: CVE-2017-11628', 'cve: CVE-2017-12933', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/99492', 'url: http://www.securityfocus.com/bid/99550', 'url: http://www.securityfocus.com/bid/99605', 'url: http://www.securityfocus.com/bid/99612', 'url: http://www.securityfocus.com/bid/99489', 'url: http://www.php.net/ChangeLog-7.php', 'cert-bund: WID-SEC-2023-2719', 'cert-bund: WID-SEC-2023-2718', 'cert-bund: CB-K18/0270', 'cert-bund: CB-K18/0048', 'cert-bund: CB-K17/2123']",Critical,"['Update to version 5.6.31, 7.0.21, 7.1.7 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 5.6.30, 7.x < 7.0.15, 7.1.x < 7.1.1 Multiple Vulnerabilities (Jan 2017) - Linux",9.8,['PHP is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 5.6.30', 'path / port: 80/tcp', 'Solution type: VendorFix', 'Update to version 5.6.30, 7.0.15, 7.1.1 or later.']",,172.31.1.107,[],"['The following flaws exist:', '- CVE-2016-10161: Heap out of bounds read on unserialize in finish_nested_data()', '- CVE-2016-10158: FPE when parsing a tag format', '- CVE-2016-10168: Signed Integer Overflow gd_io.c', '- CVE-2016-10167: DOS vulnerability in gdImageCreateFromGd2Ctx()', '- CVE-2017-11147: Seg fault when loading hostile phar', '- CVE-2016-10160: Memory corruption when loading hostile phar', '- CVE-2016-10159: Crash while loading hostile phar archive']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2016-10158', 'cve: CVE-2016-10159', 'cve: CVE-2016-10160', 'cve: CVE-2016-10161', 'cve: CVE-2016-10167', 'cve: CVE-2016-10168', 'cve: CVE-2017-11147', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.php.net/ChangeLog-7.php', 'url: http://bugs.php.net/73825', 'url: http://bugs.php.net/73737']",Critical,"['Update to version 5.6.30, 7.0.15, 7.1.1 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux,9.8,['Apache HTTP Server is prone to a buffer overflow vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.52', 'path / port: 80/tcp']",,172.31.1.107,[],['A carefully crafted request body can cause a buffer overflow in the mod_lua multipart parser (r:parsebody() called from Lua scripts).'],[],[],,,{},80,"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2021-44790', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2022-1908', 'cert-bund: WID-SEC-2022-1767', 'cert-bund: WID-SEC-2022-1057', 'cert-bund: WID-SEC-2022-0727', 'cert-bund: WID-SEC-2022-0432', 'cert-bund: WID-SEC-2022-0302', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0619', 'cert-bund: CB-K21/1296', 'dfn-cert: DFN-CERT-2022-1116']",CRITICAL,['Update to version 2.4.52 or later.'],OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 5.6.28, 7.x < 7.0.13 Multiple Vulnerabilities (Nov 2016) - Linux",9.8,['PHP is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.5.9', 'Fixed version: 5.6.28', 'path / port: 80/tcp']",,172.31.1.107,[],"['The following flaws exist:', '- CVE-2016-8670: Stack Buffer Overflow in GD dynamicGetbuf', '- CVE-2016-9933, CVE-2016-9934: Multiple denial of service (DoS) vulnerabilities', '- CVE-2016-10397: Security bypass vulnerability']",[],[],,,{},80,"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2016-8670', 'cve: CVE-2016-9933', 'cve: CVE-2016-9934', 'cve: CVE-2016-10397', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.php.net/ChangeLog-7.php', 'url: http://bugs.php.net/73280', 'url: http://bugs.php.net/72696', 'url: http://bugs.php.net/73331', 'url: http://bugs.php.net/73192', 'cert-bund: CB-K17/1575', 'cert-bund: CB-K17/1461', 'cert-bund: CB-K17/1358', 'cert-bund: CB-K17/1252', 'cert-bund: CB-K17/0269', 'cert-bund: CB-K17/0124', 'cert-bund: CB-K17/0053', 'cert-bund: CB-K17/0015', 'cert-bund: CB-K16/2015', 'cert-bund: CB-K16/2011', 'cert-bund: CB-K16/1943', 'cert-bund: CB-K16/1790', 'cert-bund: CB-K16/1606', 'dfn-cert: DFN-CERT-2019-2707', 'dfn-cert: DFN-CERT-2018-0835', 'dfn-cert: DFN-CERT-2017-1647', 'dfn-cert: DFN-CERT-2017-1529', 'dfn-cert: DFN-CERT-2017-1420', 'dfn-cert: DFN-CERT-2017-1295', 'dfn-cert: DFN-CERT-2017-0274', 'dfn-cert: DFN-CERT-2017-0131', 'dfn-cert: DFN-CERT-2017-0058', 'dfn-cert: DFN-CERT-2017-0016', 'dfn-cert: DFN-CERT-2016-2130', 'dfn-cert: DFN-CERT-2016-2123', 'dfn-cert: DFN-CERT-2016-2053', 'dfn-cert: DFN-CERT-2016-1887', 'dfn-cert: DFN-CERT-2016-1704']",CRITICAL,"['Update to version 5.6.28, 7.0.13 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
