Name,cvss,description,detection_method,detection_result,host,impact,insight,instances,log_method,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
"PHP < 8.1.31, 8.2.x < 8.2.26, 8.3.x < 8.3.14 Multiple Vulnerabilities - Linux",['7.0'],['PHP is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 8.1.31, 8.2.x < 8.2.26, 8.3.x < 8.3.14 Multiple Vulnerabilities - Linux', 'OID: 1.3.6.1.4.1.25623.1.0.153495', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 8.1.31', 'Installation path / port: 80/tcp']",172.31.1.107,[],"['The following vulnerabilities exist:', 'CVE-2024-8929: Leak partial content of the heap through heap buer over-read', 'CVE-2024-8932: OOB access in ldap_escape', 'CVE-2024-11233: Single byte overread with convert.quoted-printable-decode lter', 'CVE-2024-11234: Conguring a proxy in a stream context might allow for CRLF injection in URIs', 'CVE-2024-11236: Integer overow in the rebird/dblib quoter causing OOB writes', 'No CVE: Heap-Use-After-Free in sapi_read_post_data Processing in CLI SAPI Interface']",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['CVE-2024-8929', 'CVE-2024-8932', 'CVE-2024-11233', 'CVE-2024-11234', 'CVE-2024-11236', 'https://www.php.net/ChangeLog-8.php#8.1.31', 'https://www.php.net/ChangeLog-8.php#8.2.26', 'https://www.php.net/ChangeLog-8.php#8.3.14', 'https://github.com/php/php-src/security/advisories/GHSA-h35g-vwh6-m678', 'https://github.com/php/php-src/security/advisories/GHSA-g665-fm4p-vhff', 'https://github.com/php/php-src/security/advisories/GHSA-r977-prxv-hc43', 'https://github.com/php/php-src/security/advisories/GHSA-c5f2-jwm7-mmq2', 'https://github.com/php/php-src/security/advisories/GHSA-5hqh-c84r-qjcv', 'https://github.com/php/php-src/security/advisories/GHSA-4w77-75f9-2c8w', 'https://thephp.foundation/blog/2025/04/10/php-core-security-audit-results/', 'https://ostif.org/php-audit-complete/', 'https://blog.quarkslab.com/security-audit-of-php-src.html', 'https://www.openwall.com/lists/oss-security/2025/04/12/2', 'cert-bund: WID-SEC-2024-3519', 'dfn-cert: DFN-CERT-2025-1211', 'dfn-cert: DFN-CERT-2025-1082', 'dfn-cert: DFN-CERT-2025-0179', 'dfn-cert: DFN-CERT-2024-3200', 'dfn-cert: DFN-CERT-2024-3172', 'dfn-cert: DFN-CERT-2024-3108']",Critical,"['Solution type: VendorFix', 'Update to version 8.1.31, 8.2.26, 8.3.14 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 8.1.32, 8.2.x < 8.2.28 Multiple Vulnerabilities - Linux",['9.8'],['PHP is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 8.1.32, 8.2.x < 8.2.28 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.154187', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 8.1.32', 'Installation path / port: 80/tcp']",172.31.1.107,[],"['The following vulnerabilities exist:', """"CVE-2025-1217: Header parser of 'http' stream wrapper does not handle folded headers"""", """"CVE-2025-1219: libxml streams use wrong 'content-type' header when requesting a redirected resource"""", 'CVE-2025-1734: Streams HTTP wrapper does not fail for headers without colon', 'CVE-2025-1736: Stream HTTP wrapper header check might omit basic auth header', 'CVE-2025-1861: Stream HTTP wrapper truncate redirect location to 1024 bytes']",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['CVE-2025-1217', 'CVE-2025-1219', 'CVE-2025-1734', 'CVE-2025-1736', 'CVE-2025-1861', 'https://www.php.net/ChangeLog-8.php#8.1.32']",CRITICAL,"['Solution type: VendorFix', 'Update to version 8.1.32, 8.2.28 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux,['9.8'],"['Apache HTTP Server is prone to a HTTP request smuggling vulnerability.', 'Quality of Detection (QoD): 30%']",['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.56', 'Installation', 'path / port: 80/tcp', 'Details: Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux OID:1.3.6.1.4.1.25623.1.0.104597', 'Version used: 2024-02-15T05:05:40Z']",172.31.1.107,"['Request splitting/smuggling could result in bypass of access controls in the proxy server, proxying unintended URLs to existing origin servers, and cache poisoning.']","['Affected Software/OS: Apache HTTP Server versions 2.4.0 through 2.4.55.', 'Some mod_proxy configurations allow a HTTP Request Smuggling attack.', 'Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied request-target (URL) data and is then re-inserted into the proxied request-target using variable substitution.']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)', 'Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2025-1217', 'cve: CVE-2025-1219', 'cve: CVE-2025-1734', 'cve: CVE-2025-1736', 'cve: CVE-2025-1861', 'url: https://www.php.net/ChangeLog-8.php#8.1.32', 'url: https://www.php.net/ChangeLog-8.php#8.2.28', 'url: https://github.com/php/php-src/security/advisories/GHSA-v8xr-gpvj-cx9g', 'url: https://github.com/php/php-src/security/advisories/GHSA-p3x9-6h7p-cgfc', 'url: https://github.com/php/php-src/security/advisories/GHSA-pcmh-g36c-qc44', 'url: https://github.com/php/php-src/security/advisories/GHSA-hgf5-96fm-v528', 'url: https://github.com/php/php-src/security/advisories/GHSA-52jp-hrpf-2jff', 'cert-bund: WID-SEC-2025-0566', 'dfn-cert: DFN-CERT-2025-1939', 'dfn-cert: DFN-CERT-2025-1082', 'dfn-cert: DFN-CERT-2025-0665', 'cve: CVE-2023-25690', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.56', 'cert-bund: WID-SEC-2025-1285', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-3129', 'cert-bund: WID-SEC-2023-2694', 'cert-bund: WID-SEC-2023-2031', 'cert-bund: WID-SEC-2023-1809', 'cert-bund: WID-SEC-2023-1807', 'cert-bund: WID-SEC-2023-1424', 'cert-bund: WID-SEC-2023-1021', 'cert-bund: WID-SEC-2023-0657', 'cert-bund: WID-SEC-2023-0583', 'dfn-cert: DFN-CERT-2023-1648', 'dfn-cert: DFN-CERT-2023-1297', 'dfn-cert: DFN-CERT-2023-1232', 'dfn-cert: DFN-CERT-2023-0884', 'dfn-cert: DFN-CERT-2023-0788', 'dfn-cert: DFN-CERT-2023-0658', 'dfn-cert: DFN-CERT-2023-0546']",Critical,"['Solution type: VendorFix', 'Update to version 2.4.56 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux,['9.8'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.112897', 'Version used: 2021-08-24T09:01:06Z']","['Installed version: 2.4.7', 'Fixed version: 2.4.48', 'Installation path / port: 80/tcp']",172.31.1.107,"['CVE-2020-35452: A specially crafted Digest nonce can cause a stack overow in mod_auth_digest.', 'CVE-2021-26690: A specially crafted Cookie header handled by mod_session can cause a NULL pointer dereference and crash, leading to a possible Denial Of Service.', 'CVE-2021-26691: A specially crafted SessionHeader sent by an origin server could cause a heap overow.']","['The following vulnerabilities exist:', '- CVE-2020-35452: mod_auth_digest possible stack overow by one null byte', '- CVE-2021-26690: mod_session NULL pointer dereference', '- CVE-2021-26691: mod_session response handling heap overow']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1 ->.0.117232)', 'Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2020-35452', 'cve: CVE-2021-26690', 'cve: CVE-2021-26691', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2022-0438', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0072', 'cert-bund: CB-K21/1092', 'cert-bund: CB-K21/1090', 'cert-bund: CB-K21/0646', 'dfn-cert: DFN-CERT-2022-1047', 'dfn-cert: DFN-CERT-2022-0207', 'dfn-cert: DFN-CERT-2022-0122', 'dfn-cert: DFN-CERT-2022-0098', 'dfn-cert: DFN-CERT-2021-2394', 'dfn-cert: DFN-CERT-2021-2365', 'dfn-cert: DFN-CERT-2021-2300', 'dfn-cert: DFN-CERT-2021-2187', 'dfn-cert: DFN-CERT-2021-2153', 'dfn-cert: DFN-CERT-2021-1467', 'dfn-cert: DFN-CERT-2021-1412', 'dfn-cert: DFN-CERT-2021-1355', 'dfn-cert: DFN-CERT-2021-1340', 'dfn-cert: DFN-CERT-2021-1333', 'dfn-cert: DFN-CERT-2021-1321', 'dfn-cert: DFN-CERT-2021-1273']",Critical,"['Solution type: VendorFix', 'Update to version 2.4.48 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 7.1.33, 7.2.x < 7.2.24, 7.3.x < 7.3.11 RCE Vulnerability - Version Check",['9.8'],"['PHP is prone to a remote code execution (RCE) vulnerability in certain nginx + php-fpm  congurations.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 7.1.33, 7.2.x < 7.2.24, 7.3.x < 7.3.11 RCE Vulnerability - Version Check', 'OID:1.3.6.1.4.1.25623.1.0.108692', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 7.1.33', 'Installation path / port: 80/tcp']",172.31.1.107,['Successful exploitation would allow an unauthenticated remote attacker to execute arbitrary code on the target machine.'],"[""""The le sapi/fpm/fpm/fpm_main.c contains pointer arithmetic that assumes that env_path_info has a prex equal to the path to the php script. However, the code does not check this assumption is satised. The absence of the check can lead to an invalid pointer in the 'path_info' variable."""", """"Such conditions can be achieved in a pretty standard Nginx conguration. The regexp in 'fastcgi_split_path_info' directive can be broken using the newline character (in encoded form, %0a). Broken regexp leads to empty PATH_INFO, which triggers the bug.""""]",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2019-11043', 'url: https://bugs.php.net/bug.php?id=78599', 'url: https://www.php.net/ChangeLog-7.php#7.3.11', 'url: https://www.php.net/ChangeLog-7.php#7.2.24', 'url: https://www.php.net/ChangeLog-7.php#7.1.33', 'url: https://github.com/neex/phuip-fpizdam', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'cert-bund: WID-SEC-2022-0418', 'cert-bund: CB-K20/0081', 'cert-bund: CB-K19/0943', 'dfn-cert: DFN-CERT-2022-2638', 'dfn-cert: DFN-CERT-2020-0415', 'dfn-cert: DFN-CERT-2020-0193', 'dfn-cert: DFN-CERT-2019-2283', 'dfn-cert: DFN-CERT-2019-2206']",Critical,"['Solution type: VendorFix', 'Update to version 7.1.33, 7.2.24, 7.3.11 or later.', 'As an alternative a workaround to update the nginx conguration to mitigate this vulnerability is described at the PHP.net bugtracker linked in the references.']",OPENVAS,openvas_acgpiano_sqli-labs
PHP < 7.0.12 RCE / DoS Vulnerability - Linux,['9.8'],['PHP is prone to a remote code execution (RCE) or denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 7.0.12 RCE / DoS Vulnerability - Linux', 'OID:1.3.6.1.4.1.25623.1.0.117800', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 7.0.12']",172.31.1.107,"['The SplObjectStorage unserialize implementation in ext/spl/spl_observer.c does not verify that a key is an object, which allows remote attackers to execute arbitrary code or cause a denial of service (uninitialized memory access) via crafted serialized data.']","['The SplObjectStorage unserialize implementation in ext/spl/spl_observer.c does not verify that a key is an object, which allows remote attackers to execute arbitrary code or cause a denial of service (uninitialized memory access) via crafted serialized data.', 'Affected Software/OS PHP versions prior to 7.0.12.']",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",tcp,"['cve: CVE-2016-7480', 'https://www.php.net/ChangeLog-7.php#7.0.12', 'https://bugs.php.net/bug.php?id=73257', 'http://blog.checkpoint.com/2016/12/27/check-point-discovers-three-zero-day-vulnerabilities-web-programming-language-php-7', 'cert-bund: CB-K17/0318', 'dfn-cert: DFN-CERT-2017-0325']",Critical,"['Solution type: VendorFix', 'Update to version 7.0.12 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server < 2.4.49 Multiple Vulnerabilities - Linux,['7.0'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.49 Multiple Vulnerabilities - Linux OID:1.3.6.1.4.1.25623.1.0.146725', 'Version used: 2022-08-09T10:11:17Z']","['Installed version: 2.4.7', 'Fixed version: 2.4.49', 'Installation path / port: 80/tcp', 'Quality of Detection (QoD): 30%']",172.31.1.107,[],"['The following vulnerabilities exist:', '- CVE-2021-34798: NULL pointer dereference in httpd core', '- CVE-2021-39275: ap_escape_quotes buer overow', '- CVE-2021-40438: mod_proxy SSRF']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2021-34798', 'cve: CVE-2021-39275', 'cve: CVE-2021-40438', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-2180', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0186', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2023-1969', 'cert-bund: WID-SEC-2023-1016', 'cert-bund: WID-SEC-2022-1298', 'cert-bund: WID-SEC-2022-1189', 'cert-bund: WID-SEC-2022-0724', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0476', 'cert-bund: CB-K22/0465', 'cert-bund: CB-K22/0463', 'cert-bund: CB-K21/0992', 'dfn-cert: DFN-CERT-2023-0881', 'dfn-cert: DFN-CERT-2022-2405', 'dfn-cert: DFN-CERT-2022-2167', 'dfn-cert: DFN-CERT-2022-0904', 'dfn-cert: DFN-CERT-2022-0878', 'dfn-cert: DFN-CERT-2022-0872', 'dfn-cert: DFN-CERT-2022-0869', 'dfn-cert: DFN-CERT-2022-0672', 'dfn-cert: DFN-CERT-2022-0207', 'dfn-cert: DFN-CERT-2022-0119', 'dfn-cert: DFN-CERT-2022-0098', 'dfn-cert: DFN-CERT-2021-2629', 'dfn-cert: DFN-CERT-2021-2471', 'dfn-cert: DFN-CERT-2021-2185', 'dfn-cert: DFN-CERT-2021-2164', 'dfn-cert: DFN-CERT-2021-2153', 'dfn-cert: DFN-CERT-2021-2098', 'dfn-cert: DFN-CERT-2021-2090', 'dfn-cert: DFN-CERT-2021-2047', 'dfn-cert: DFN-CERT-2021-2020', 'dfn-cert: DFN-CERT-2021-1961']",Critical,"['Solution type: VendorFix', 'Update to version 2.4.49 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux,['9.8'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux OID:1.3.6.1.4.1.25623.1.0.148252', 'Version used: 2022-06-20T03:04:15Z']","['Installed version: 2.4.7', 'Fixed version: 2.4.54', 'Installation path / port: 80/tcp', 'Quality of Detection (QoD): 30%']",172.31.1.107,[],"['The following vulnerabilities exist:', '- CVE-2022-26377: mod_proxy_ajp: Possible request smuggling', '- CVE-2022-28614: Read beyond bounds via ap_rwrite()', '- CVE-2022-28615: Read beyond bounds in ap_strcmp_match()', '- CVE-2022-29404: Denial of service in mod_lua r:parsebody', '- CVE-2022-30556: Information disclosure in mod_lua with websockets', '- CVE-2022-31813: mod_proxy X-Forwarded-For dropped by hop-by-hop mechanism']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)', 'Method: Apache HTTP Server Detection Consolidation']",tcp,"['cve: CVE-2022-26377', 'cve: CVE-2022-28614', 'cve: CVE-2022-28615', 'cve: CVE-2022-29404', 'cve: CVE-2022-30556', 'cve: CVE-2022-31813', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.54', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-1969', 'cert-bund: WID-SEC-2023-0134', 'cert-bund: WID-SEC-2023-0132', 'cert-bund: WID-SEC-2022-1767', 'cert-bund: WID-SEC-2022-1766', 'cert-bund: WID-SEC-2022-1764', 'cert-bund: WID-SEC-2022-0858', 'cert-bund: WID-SEC-2022-0192', 'cert-bund: CB-K22/0692', 'dfn-cert: DFN-CERT-2023-0119', 'dfn-cert: DFN-CERT-2022-2799', 'dfn-cert: DFN-CERT-2022-2789', 'dfn-cert: DFN-CERT-2022-2652', 'dfn-cert: DFN-CERT-2022-2509']",CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.54 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux,['7.0'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux  OID:1.3.6.1.4.1.25623.1.0.114682', 'Version used: 2025-08-07T05:44:51Z']","['Installed version: 2.4.7', 'Fixed version: 2.4.60', 'Installation path / port: 80/tcp']",172.31.1.107,[],"['The following aws exist:', 'CVE-2024-36387: Denial of Service (DoS) by Null pointer in websocket over HTTP/2', 'CVE-2024-38473: Proxy encoding problem', 'CVE-2024-38474: Weakness with encoded question marks in backreferences', 'CVE-2024-38475: Weakness in mod_rewrite when rst segment of substitution matches lesys-tem path', 'CVE-2024-38476: May use exploitable/malicious backend application output to run local handlers via internal redirect', 'CVE-2024-38477: Crash resulting in DoS in mod_proxy via a malicious request', 'CVE-2024-39573: mod_rewrite proxy handler substitution']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1 ->.0.117232)']",tcp,"['cve: CVE-2024-36387', 'cve: CVE-2024-38473', 'cve: CVE-2024-38474', 'cve: CVE-2024-38475', 'cve: CVE-2024-38476', 'cve: CVE-2024-38477', 'cve: CVE-2024-39573', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.60', 'cert-bund: WID-SEC-2025-1572', 'cert-bund: WID-SEC-2025-0818', 'cert-bund: WID-SEC-2025-0148', 'cert-bund: WID-SEC-2025-0143', 'cert-bund: WID-SEC-2024-3291', 'cert-bund: WID-SEC-2024-3199', 'cert-bund: WID-SEC-2024-1913', 'cert-bund: WID-SEC-2024-1504', 'dfn-cert: DFN-CERT-2025-1898', 'dfn-cert: DFN-CERT-2025-1808', 'dfn-cert: DFN-CERT-2025-0974', 'dfn-cert: DFN-CERT-2025-0854', 'dfn-cert: DFN-CERT-2025-0170', 'dfn-cert: DFN-CERT-2024-2841', 'dfn-cert: DFN-CERT-2024-2787', 'dfn-cert: DFN-CERT-2024-2736', 'dfn-cert: DFN-CERT-2024-2342', 'dfn-cert: DFN-CERT-2024-2214', 'dfn-cert: DFN-CERT-2024-2201', 'dfn-cert: DFN-CERT-2024-2180', 'dfn-cert: DFN-CERT-2024-2110', 'dfn-cert: DFN-CERT-2024-2017', 'dfn-cert: DFN-CERT-2024-1963', 'dfn-cert: DFN-CERT-2024-1920', 'dfn-cert: DFN-CERT-2024-1919', 'dfn-cert: DFN-CERT-2024-1911', 'dfn-cert: DFN-CERT-2024-1907', 'dfn-cert: DFN-CERT-2024-1893', 'dfn-cert: DFN-CERT-2024-1816', 'dfn-cert: DFN-CERT-2024-1811', 'dfn-cert: DFN-CERT-2024-1784', 'dfn-cert: DFN-CERT-2024-1741', 'dfn-cert: DFN-CERT-2024-1699']",Critical,"['Solution type: VendorFix', 'Update to version 2.4.60 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
"PHP < 5.6.31, 7.0.x < 7.0.21, 7.1.x < 7.1.7 Multiple Vulnerabilities (Jul 2017) - Linux",['9.8'],['PHP is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: PHP < 5.6.31, 7.0.x < 7.0.21, 7.1.x < 7.1.7 Multiple Vulnerabilities (Jul 2017).  ->..', 'OID:1.3.6.1.4.1.25623.1.0.811482', 'Version used: 2025-09-24T05:39:03Z']","['Installed version: 5.5.9', 'Fixed version: 5.6.31', 'Installation path / port: 80/tcp']",172.31.1.107,"['Successfully exploiting these issues allow remote attackers to leak information from the interpreter, crash PHP interpreter and also disclose sensitive information.']","['The following vulnerabilities exist:', '- An ext/date/lib/parse_date.c out-of-bounds read affecting the php_parse_date function.', '- The openssl extension PEM sealing code did not check the return value of the OpenSSL sealing function.', """"- lack of bounds checks in the date extension's timelib_meridian parsing code."""", """"- A stack-based buffer overflow in the zend_ini_do_op() function in the 'Zend/zend_ini_parser.c' script."""", '- The GIF decoding function gdImageCreateFromGifCtx in gd_gif_in.c in the GD Graphics Library (aka libgd) does not zero colorMap arrays before use.', '- Heap buffer overread (READ: 1) nish_nested_data from unserialize', '- oniguruma upstream x']",[],[],,{},80,"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",tcp,"['cve: CVE-2017-7890', 'cve: CVE-2017-9224', 'cve: CVE-2017-9225', 'cve: CVE-2017-9226', 'cve: CVE-2017-9227', 'cve: CVE-2017-9228', 'cve: CVE-2017-9229', 'cve: CVE-2017-11144', 'cve: CVE-2017-11145', 'cve: CVE-2017-11628', 'cve: CVE-2017-12933', 'url: http://www.php.net/ChangeLog-5.php', 'url: http://www.securityfocus.com/bid/99492', 'url: http://www.securityfocus.com/bid/99550', 'url: http://www.securityfocus.com/bid/99605', 'url: http://www.securityfocus.com/bid/99612', 'url: http://www.securityfocus.com/bid/99489', 'url: http://www.php.net/ChangeLog-7.php', 'cert-bund: WID-SEC-2023-2719', 'cert-bund: WID-SEC-2023-2718', 'cert-bund: CB-K18/0270', 'cert-bund: CB-K18/0048', 'cert-bund: CB-K17/2123', 'cert-bund: CB-K17/1575', 'cert-bund: CB-K17/1573', 'cert-bund: CB-K17/1562', 'cert-bund: CB-K17/1468', 'cert-bund: CB-K17/1461', 'cert-bund: CB-K17/1373', 'cert-bund: CB-K17/1358', 'cert-bund: CB-K17/1132', 'cert-bund: CB-K17/1011', 'cert-bund: CB-K17/0908', 'dfn-cert: DFN-CERT-2020-1221', 'dfn-cert: DFN-CERT-2020-0484', 'dfn-cert: DFN-CERT-2020-0479', 'dfn-cert: DFN-CERT-2019-1052', 'dfn-cert: DFN-CERT-2018-2116', 'dfn-cert: DFN-CERT-2018-0835', 'dfn-cert: DFN-CERT-2018-0733', 'dfn-cert: DFN-CERT-2018-0290', 'dfn-cert: DFN-CERT-2018-0055', 'dfn-cert: DFN-CERT-2017-2219', 'dfn-cert: DFN-CERT-2017-1647', 'dfn-cert: DFN-CERT-2017-1644', 'dfn-cert: DFN-CERT-2017-1629', 'dfn-cert: DFN-CERT-2017-1530', 'dfn-cert: DFN-CERT-2017-1529', 'dfn-cert: DFN-CERT-2017-1432', 'dfn-cert: DFN-CERT-2017-1420', 'dfn-cert: DFN-CERT-2017-1161', 'dfn-cert: DFN-CERT-2017-1046', 'dfn-cert: DFN-CERT-2017-0932']",Critical,"['Solution type: VendorFix', 'Update to version 5.6.31, 7.0.21, 7.1.7 or later.']",OPENVAS,openvas_acgpiano_sqli-labs
