Name,description,detection_result,detection_method,product_detection_result,impact,solution,insight,log_method,cvss,port,protocol,severity,references,plugin,identification,http_info,source,llm,target,host,cve,Quality of Detection (QoD),summary,quality_of_detection,urls,cert-bund,dfn-cert
PHP <= 5.6.27 / 7.0.x <= 7.0.12 DoS Vulnerability,['PHP is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 5.5.9', 'Fixed version: None', 'Installation path / port: 80/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",[],"['No known solution was made available for at least one year since the disclosure of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the product or replace the product by another one.']","['PHP mishandles property modification during __wakeup processing, which allows remote attackers to cause a denial of service or possibly have unspecified other impact via crafted serialized data, as demonstrated by Exception::__toString with DateInterval::__wakeup.']",[],['9.8'],80.0,tcp,CRITICAL,"['cve: CVE-2016-9138', 'url: https://bugs.php.net/bug.php?id=73147', 'cert-bund: CB-K17/0318', 'cert-bund: CB-K16/1943', 'dfn-cert: DFN-CERT-2017-0325', 'dfn-cert: DFN-CERT-2016-2053']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
PHP <= 7.1.5 Multiple DoS Vulnerabilities,['PHP is prone to multiple denial of service (DoS) vulnerabilities.'],"['Installed version: 5.5.9', 'Fixed version: None', 'Installation path / port: 80/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",[],"['No known solution was made available for at least one year since the disclosure of this vulnerability. Likely none will be provided anymore. General solution options are to upgrade to a newer release, disable respective features, remove the product or replace the product by another one.']","[""- CVE-2017-8923: The zend_string_extend function in Zend/zend_string.h does not prevent changes to string objects that result in a negative length, which allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact by leveraging a script's use of .= with a long string."", '- CVE-2017-9119: The i_zval_ptr_dtor function in Zend/zend_variables.h allows attackers to cause a denial of service (memory consumption and application crash) or possibly have unspecified other impact by triggering crafted operations on array data structures.']",[],['9.8'],80.0,tcp,CRITICAL,"['url: https://bugs.php.net/bug.php?id=73147', 'cert-bund: CB-K17/0318', 'cert-bund: CB-K16/1943', 'dfn-cert: DFN-CERT-2017-0325', 'dfn-cert: DFN-CERT-2016-2053', 'cve: CVE-2017-8923', 'cve: CVE-2017-9119', 'url: https://bugs.php.net/bug.php?id=73122', 'url: https://bugs.php.net/bug.php?id=74310', 'url: https://bugs.php.net/bug.php?id=74577', 'url: https://bugs.php.net/bug.php?id=74593', 'url: http://www.securityfocus.com/bid/98518', 'url: http://www.securityfocus.com/bid/98596', 'cert-bund: WID-SEC-2024-3760', 'dfn-cert: DFN-CERT-2022-2639', 'dfn-cert: DFN-CERT-2022-2638', 'dfn-cert: DFN-CERT-2022-0485', 'dfn-cert: DFN-CERT-2022-0455', 'dfn-cert: DFN-CERT-2022-0431', 'dfn-cert: DFN-CERT-2022-0410']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
"PHP < 8.0.30, 8.1.x < 8.1.22, 8.2.x < 8.2.9 Security Update - Linux",['PHP is prone to multiple vulnerabilities.'],"['Installed version: 5.5.9', 'Fixed version: 8.0.30', 'Installation path / port: 80/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",[],"['Update to version 8.0.30, 8.1.22, 8.2.9 or later.']","['- CVE-2023-3823: Fixed bug GHSA-3qrf-m4j2-pcrr (Security issue with external entity loading in XML without enabling it)', '- CVE-2023-3824: Fixed bug GHSA-jqcx-ccgc-xwhv (Buffer mismanagement in phar_dir_read())']",[],"['9.8', '7.5']",80.0,tcp,CRITICAL,"['cve: CVE-2023-3823', 'cve: CVE-2023-3824', 'url: https://www.php.net/ChangeLog-8.php#8.1.22', 'url: https://www.php.net/ChangeLog-8.php#8.0.30', 'url: https://www.php.net/ChangeLog-8.php#8.2.9', 'url: https://github.com/php/php-src/security/advisories/GHSA-3qrf-m4j2-pcrr', 'url: https://github.com/php/php-src/security/advisories/GHSA-jqcx-ccgc-xwhv', 'cert-bund: WID-SEC-2023-2917', 'cert-bund: WID-SEC-2023-2679', 'cert-bund: WID-SEC-2023-1970', 'dfn-cert: DFN-CERT-2024-3330', 'dfn-cert: DFN-CERT-2024-2681', 'dfn-cert: DFN-CERT-2024-0993', 'dfn-cert: DFN-CERT-2023-2570', 'dfn-cert: DFN-CERT-2023-2542', 'dfn-cert: DFN-CERT-2023-1775']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
"PHP < 7.4.28, 8.0.x < 8.0.16, 8.1.x < 8.1.3 Security Update (Feb 2022) - Linux",['PHP released new versions which include a security update.'],"['Installed version: 5.5.9', 'Fixed version: 7.4.28', 'Installation path / port: 80/tcp']",['Checks if a vulnerable version is present on the target host.'],"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",[],"['Update to version 7.4.28, 8.0.16, 8.1.3 or later.']",['Fix #81708: UAF due to php_lter_oat() failing for ints.'],[],['9.8'],80.0,tcp,CRITICAL,"['cve: CVE-2021-21708', 'url: https://www.php.net/ChangeLog-7.php#7.4.28', 'url: https://www.php.net/ChangeLog-8.php#8.0.16', 'url: https://www.php.net/ChangeLog-8.php#8.1.3', 'url: https://bugs.php.net/bug.php?id=81708']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
"PHP < 8.1.31, 8.2.x < 8.2.26, 8.3.x < 8.3.14 Multiple Vulnerabilities - Linux",['PHP is prone to multiple vulnerabilities.'],"['Installed version: 5.5.9', 'Fixed version: 8.1.31', 'Installation path / port: 80/tcp']",['Checks if a vulnerable version is present on the target host.'],"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)', 'Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",[],"['Update to version 8.1.31, 8.2.26, 8.3.14 or later.']","['- CVE-2024-8929: Leak partial content of the heap through heap buffer over-read', '- CVE-2024-8932: OOB access in ldap_escape', '- CVE-2024-11233: Single byte overread with convert.quoted-printable-decode filter', '- CVE-2024-11234: Configuring a proxy in a stream context might allow for CRLF injection in URIs', '- CVE-2024-11236: Integer overflow in the rebird/dblib quoter causing OOB writes', '- No CVE: Heap-Use-After-Free in sapi_read_post_data Processing in CLI SAPI Interface']",[],"['9.8', '7.5']",80.0,tcp,CRITICAL,"['cve: CVE-2024-8929', 'cve: CVE-2024-8932', 'cve: CVE-2024-11233', 'cve: CVE-2024-11234', 'cve: CVE-2024-11236', 'url: https://www.php.net/ChangeLog-8.php#8.1.31', 'url: https://www.php.net/ChangeLog-8.php#8.2.26', 'url: https://www.php.net/ChangeLog-8.php#8.3.14', 'url: https://github.com/php/php-src/security/advisories/GHSA-h35g-vwh6-m678', 'url: https://github.com/php/php-src/security/advisories/GHSA-g665-fm4p-vhff', 'url: https://github.com/php/php-src/security/advisories/GHSA-r977-prxv-hc43', 'url: https://github.com/php/php-src/security/advisories/GHSA-c5f2-jwm7-mmq2', 'url: https://github.com/php/php-src/security/advisories/GHSA-5hqh-c84r-qjcv', 'url: https://github.com/php/php-src/security/advisories/GHSA-4w77-75f9-2c8w']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
"PHP < 8.1.32, 8.2.x < 8.2.28 Multiple Vulnerabilities - Linux",['PHP is prone to multiple vulnerabilities.'],"['Installed version: 5.5.9', 'Fixed version: 8.1.32']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation']",[],"['Update to version 8.1.32, 8.2.28 or later.']","[""- CVE-2025-1217: Header parser of 'http' stream wrapper does not handle folded headers"", ""- CVE-2025-1219: libxml streams use wrong 'content-type' header when requesting a redirected resource"", '- CVE-2025-1734: Streams HTTP wrapper does not fail for headers without colon', '- CVE-2025-1736: Stream HTTP wrapper header check might omit basic auth header', '- CVE-2025-1861: Stream HTTP wrapper truncate redirect location to 1024 bytes']",[],['9.8'],80.0,tcp,CRITICAL,"['cve: CVE-2025-1217', 'cve: CVE-2025-1219', 'cve: CVE-2025-1734', 'cve: CVE-2025-1736', 'cve: CVE-2025-1861', 'url: https://www.php.net/ChangeLog-8.php#8.1.32', 'url: https://www.php.net/ChangeLog-8.php#8.2.28', 'url: https://github.com/php/php-src/security/advisories/GHSA-v8xr-gpvj-cx9g', 'url: https://github.com/php/php-src/security/advisories/GHSA-p3x9-6h7p-cgfc', 'url: https://github.com/php/php-src/security/advisories/GHSA-pcmh-g36c-qc44', 'url: https://github.com/php/php-src/security/advisories/GHSA-hgf5-96fm-v528', 'url: https://github.com/php/php-src/security/advisories/GHSA-52jp-hrpf-2jff']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux,['Apache HTTP Server is prone to a HTTP request smuggling vulnerability.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.56', 'Installation path / port: 80/tcp']",['Checks if a vulnerable version is present on the target host.'],"['cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']","['Request splitting/smuggling could result in bypass of access controls in the proxy server, proxying unintended URLs to existing origin servers, and cache poisoning.']",['Update to version 2.4.56 or later.'],['Some mod_proxy configurations allow a HTTP Request Smuggling attack. Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied request-target (URL) data and is then re-inserted into the proxied request-target using variable substitution.'],[],['9.8'],80.0,tcp,CRITICAL,"['cve: CVE-2025-1217', 'cve: CVE-2025-1219', 'cve: CVE-2025-1734', 'cve: CVE-2025-1736', 'cve: CVE-2025-1861', 'url: https://www.php.net/ChangeLog-8.php#8.1.32', 'url: https://www.php.net/ChangeLog-8.php#8.2.28', 'url: https://github.com/php/php-src/security/advisories/GHSA-v8xr-gpvj-cx9g', 'url: https://github.com/php/php-src/security/advisories/GHSA-p3x9-6h7p-cgfc', 'url: https://github.com/php/php-src/security/advisories/GHSA-pcmh-g36c-qc44', 'url: https://github.com/php/php-src/security/advisories/GHSA-hgf5-96fm-v528', 'url: https://github.com/php/php-src/security/advisories/GHSA-52jp-hrpf-2jff', 'cert-bund: WID-SEC-2025-0566', 'dfn-cert: DFN-CERT-2025-1939', 'dfn-cert: DFN-CERT-2025-1082', 'dfn-cert: DFN-CERT-2025-0665', 'cve: CVE-2023-25690', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.56', 'cert-bund: WID-SEC-2025-1285', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-3129', 'cert-bund: WID-SEC-2023-2694', 'cert-bund: WID-SEC-2023-2031', 'cert-bund: WID-SEC-2023-1809', 'cert-bund: WID-SEC-2023-1807', 'cert-bund: WID-SEC-2023-1424', 'cert-bund: WID-SEC-2023-1021', 'cert-bund: WID-SEC-2023-0657', 'cert-bund: WID-SEC-2023-0583', 'dfn-cert: DFN-CERT-2023-1648', 'dfn-cert: DFN-CERT-2023-1297', 'dfn-cert: DFN-CERT-2023-1232', 'dfn-cert: DFN-CERT-2023-0884', 'dfn-cert: DFN-CERT-2023-0788', 'dfn-cert: DFN-CERT-2023-0658', 'dfn-cert: DFN-CERT-2023-0546']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux,['Some mod_proxy configurations allow a HTTP Request Smuggling attack. Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied request-target (URL) data and is then re-inserted into the proxied request-target using variable substitution.'],"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux OID:1.3.6.1.4.1.25623.1.0.104597']","['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",[],[],[],[],['9.8'],,,CRITICAL,"['cve: CVE-2023-25690', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.56', 'cert-bund: WID-SEC-2025-1285', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-3129', 'cert-bund: WID-SEC-2023-2694', 'cert-bund: WID-SEC-2023-2031', 'cert-bund: WID-SEC-2023-1809', 'cert-bund: WID-SEC-2023-1807', 'cert-bund: WID-SEC-2023-1424', 'cert-bund: WID-SEC-2023-1021', 'cert-bund: WID-SEC-2023-0657', 'cert-bund: WID-SEC-2023-0583', 'dfn-cert: DFN-CERT-2023-1648', 'dfn-cert: DFN-CERT-2023-1297', 'dfn-cert: DFN-CERT-2023-1232', 'dfn-cert: DFN-CERT-2023-0884', 'dfn-cert: DFN-CERT-2023-0788', 'dfn-cert: DFN-CERT-2023-0658', 'dfn-cert: DFN-CERT-2023-0546']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux,['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.48', 'Installation path / port: 80/tcp']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server 2.4.0 - 2.4.46 Multiple Vulnerabilities - Linux OID:1.3.6.1.4.1.25623.1.0.112897']","['cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']","['- CVE-2020-35452: A specially crafted Digest nonce can cause a stack overflow in mod_auth_digest.', '- CVE-2021-26690: A specially crafted Cookie header handled by mod_session can cause a NULL pointer dereference and crash, leading to a possible Denial Of Service.', '- CVE-2021-26691: A specially crafted SessionHeader sent by an origin server could cause a heap overflow.']","['Solution type: VendorFix', 'Update to version 2.4.48 or later.']","['- CVE-2020-35452: mod_auth_digest possible stack overflow by one null byte', '- CVE-2021-26690: mod_session NULL pointer dereference', '- CVE-2021-26691: mod_session response handling heap overflow']",[],['9.8'],80.0,tcp,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
"PHP < 7.1.33, 7.2.x < 7.2.24, 7.3.x < 7.3.11 RCE Vulnerability - Version Check",[],[],[],['cpe:/a:php:php:5.5.9'],[],[],[],[],['9.8'],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
Apache HTTP Server Detection Consolidation,[],"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",[],"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232)']",[],[],[],[],"['9.8', '7.5']",,,CRITICAL,"['cve: CVE-2020-35452', 'cve: CVE-2021-26690', 'cve: CVE-2021-26691', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2022-0438', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0072', 'cert-bund: CB-K21/1092', 'cert-bund: CB-K21/1090', 'cert-bund: CB-K21/0646', 'dfn-cert: DFN-CERT-2022-1047', 'dfn-cert: DFN-CERT-2022-0207', 'dfn-cert: DFN-CERT-2022-0122', 'dfn-cert: DFN-CERT-2022-0098', 'dfn-cert: DFN-CERT-2021-2394', 'dfn-cert: DFN-CERT-2021-2365', 'dfn-cert: DFN-CERT-2021-2300', 'dfn-cert: DFN-CERT-2021-2187', 'dfn-cert: DFN-CERT-2021-2153', 'dfn-cert: DFN-CERT-2021-1467', 'dfn-cert: DFN-CERT-2021-1412', 'dfn-cert: DFN-CERT-2021-1355', 'dfn-cert: DFN-CERT-2021-1340', 'dfn-cert: DFN-CERT-2021-1333', 'dfn-cert: DFN-CERT-2021-1321', 'dfn-cert: DFN-CERT-2021-1273', 'cve: CVE-2023-38709', 'cve: CVE-2024-24795', 'cve: CVE-2024-27316', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.59', 'url: https://kb.cert.org/vuls/id/421644', 'url: https://nowotarski.info/http2-continuation-flood/', 'url: https://nowotarski.info/http2-continuation-flood-technical-details/', 'cert-bund: WID-SEC-2025-1529', 'cert-bund: WID-SEC-2024-1725', 'cert-bund: WID-SEC-2024-1643', 'cert-bund: WID-SEC-2024-1642', 'cert-bund: WID-SEC-2024-1504', 'cert-bund: WID-SEC-2024-1248', 'cert-bund: WID-SEC-2024-1226', 'cert-bund: WID-SEC-2024-0801', 'cert-bund: WID-SEC-2024-0789', 'dfn-cert: DFN-CERT-2025-2802', 'dfn-cert: DFN-CERT-2025-2658', 'dfn-cert: DFN-CERT-2025-2657', 'dfn-cert: DFN-CERT-2024-2900', 'dfn-cert: DFN-CERT-2024-2534', 'dfn-cert: DFN-CERT-2024-2076', 'dfn-cert: DFN-CERT-2024-1958', 'dfn-cert: DFN-CERT-2024-1853', 'dfn-cert: DFN-CERT-2024-1749', 'dfn-cert: DFN-CERT-2024-1697', 'dfn-cert: DFN-CERT-2024-1411', 'dfn-cert: DFN-CERT-2024-1335', 'dfn-cert: DFN-CERT-2024-1238', 'dfn-cert: DFN-CERT-2024-1031', 'dfn-cert: DFN-CERT-2024-1010', 'dfn-cert: DFN-CERT-2024-0964', 'dfn-cert: DFN-CERT-2024-0901', 'dfn-cert: DFN-CERT-2024-0890']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
"PHP < 7.1.33, 7.2.x < 7.2.24, 7.3.x < 7.3.11 RCE Vulnerability - Version Check",['PHP is prone to a remote code execution (RCE) vulnerability in certain nginx + php-fpm configurations.'],"['Installed version: 5.5.9', 'Fixed version: 7.1.33', 'Installation path / port: 80/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722']",['Successful exploitation would allow an unauthenticated remote attacker to execute arbitrary code on the target machine.'],"['Update to version 7.1.33, 7.2.24, 7.3.11 or later.', 'As an alternative a workaround to update the nginx configuration to mitigate this vulnerability is described at the PHP.net bugtracker linked in the references.']","[""The file sapi/fpm/fpm/fpm_main.c contains pointer arithmetic that assumes that env_path_info has a prefix equal to the path to the php script. However, the code does not check this assumption is satisfied. The absence of the check can lead to an invalid pointer in the 'path_info' variable."", ""Such conditions can be achieved in a pretty standard Nginx configuration. The regexp in 'fastcgi_split_path_info' directive can be broken using the newline character (in encoded form, %0a). Broken regexp leads to empty PATH_INFO, which triggers the bug.""]",[],['7.5'],80.0,tcp,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
PHP < 7.0.12 RCE / DoS Vulnerability - Linux,['PHP is prone to a remote code execution (RCE) or denial of service (DoS) vulnerability.'],"['Installed version: 5.5.9', 'Fixed version: 7.0.12']",[],"['cpe:/a:php:php:5.5.9', 'Detected by PHP Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.171722)']",[],['Update to version 7.0.12 or later.'],[],[],['9.8'],80.0,tcp,CRITICAL,"['cve: CVE-2019-11043', 'url: https://bugs.php.net/bug.php?id=78599', 'url: https://www.php.net/ChangeLog-7.php#7.3.11', 'url: https://www.php.net/ChangeLog-7.php#7.2.24', 'url: https://www.php.net/ChangeLog-7.php#7.1.33', 'url: https://github.com/neex/phuip-fpizdam', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'cert-bund: WID-SEC-2022-0418', 'cert-bund: CB-K20/0081', 'cert-bund: CB-K19/0943', 'dfn-cert: DFN-CERT-2022-2638', 'dfn-cert: DFN-CERT-2020-0415', 'dfn-cert: DFN-CERT-2020-0193', 'dfn-cert: DFN-CERT-2019-2283', 'dfn-cert: DFN-CERT-2019-2206']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
PHP < 7.0.12 RCE / DoS Vulnerability - Linux,"['The SplObjectStorage unserialize implementation in ext/spl/spl_observer.c does not verify that  a key is an object, which allows remote attackers to execute arbitrary code or cause a denial of  service (uninitialized memory access) via crafted serialized data.']","['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:php:php:5.5.9', 'Method: PHP Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.171722)']",[],[],"['The SplObjectStorage unserialize implementation in ext/spl/spl_observer.c does not verify that  a key is an object, which allows remote attackers to execute arbitrary code or cause a denial of  service (uninitialized memory access) via crafted serialized data.']",[],['9.8'],,,CRITICAL,"['cve: CVE-2016-7480', 'url: https://www.php.net/ChangeLog-7.php#7.0.12', 'url: https://bugs.php.net/bug.php?id=73257', 'url: http://blog.checkpoint.com/2016/12/27/check-point-discovers-three-zero-day-vulnerabilities-web-programming-language-php-7', 'cert-bund: CB-K17/0318', 'dfn-cert: DFN-CERT-2017-0325']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
Apache HTTP Server < 2.4.49 Multiple Vulnerabilities - Linux,['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.49']",[],"['Product detection result cpe:/a:apache:http_server:2.4.7', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",[],[],[],[],[],80.0,tcp,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
Apache HTTP Server < 2.4.49 Multiple Vulnerabilities,[],"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation']",[],['Update to version 2.4.49 or later.'],"['The following vulnerabilities exist:', '- CVE-2021-34798: NULL pointer dereference in httpd core', '- CVE-2021-39275: ap_escape_quotes buffer overflow', '- CVE-2021-40438: mod_proxy SSRF']",[],['7.5'],,,HIGH,"['cve: CVE-2021-34798', 'cve: CVE-2021-39275', 'cve: CVE-2021-40438', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-2180', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0186', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2023-1969', 'cert-bund: WID-SEC-2023-1016', 'cert-bund: WID-SEC-2022-1298', 'cert-bund: WID-SEC-2022-1189', 'cert-bund: WID-SEC-2022-0724', 'cert-bund: WID-SEC-2022-0190', 'cert-bund: CB-K22/0476', 'cert-bund: CB-K22/0465', 'cert-bund: CB-K22/0463', 'cert-bund: CB-K21/0992']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
Apache HTTP Server < 2.4.54 Multiple Vulnerabilities - Linux,['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.54', 'Installation path / port: 80/tcp']",['Checks if a vulnerable version is present on the target host.'],"['cpe:/a:apache:http_server:2.4.7', 'Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation']",[],['Update to version 2.4.54 or later.'],"['The following vulnerabilities exist:', '- CVE-2022-26377: mod_proxy_ajp: Possible request smuggling', '- CVE-2022-28614: Read beyond bounds via ap_rwrite()', '- CVE-2022-28615: Read beyond bounds in ap_strcmp_match()', '- CVE-2022-29404: Denial of service in mod_lua r:parsebody', '- CVE-2022-30556: Information disclosure in mod_lua with websockets', '- CVE-2022-31813: mod_proxy X-Forwarded-For dropped by hop-by-hop mechanism']",[],"['9.8', '7.5']",80.0,tcp,CRITICAL,"['cve: CVE-2022-26377', 'cve: CVE-2022-28614', 'cve: CVE-2022-28615', 'cve: CVE-2022-29404', 'cve: CVE-2022-30556', 'cve: CVE-2022-31813', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.54']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux,['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Installed version: 2.4.7', 'Fixed version: 2.4.60']",[],['cpe:/a:apache:http_server:2.4.7'],[],['Update to version 2.4.60 or later.'],"['CVE-2024-36387: Denial of Service (DoS) by Null pointer in websocket over HTTP/2', 'CVE-2024-38473: Proxy encoding problem', 'CVE-2024-38474: Weakness with encoded question marks in backreferences', 'CVE-2024-38475: Weakness in mod_rewrite when rst segment of substitution matches lesys- tem path', 'CVE-2024-38476: May use exploitable/malicious backend application output to run local han- dlers via internal redirect', 'CVE-2024-38477: Crash resulting in DoS in mod_proxy via a malicious request']",[],['9.8'],80.0,tcp,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
Crash resulting in DoS in mod_proxy via a malicious request,['Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux'],"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:apache:http_server:2.4.7', 'Method: Apache HTTP Server Detection Consolidation']",[],[],[],[],['7.5'],,,HIGH,"['cve: CVE-2024-38477', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.60', 'cert-bund: WID-SEC-2025-1572', 'cert-bund: WID-SEC-2025-0818', 'dfn-cert: DFN-CERT-2025-1898']",[],[],[],OPENVAS,llama4,openvas_acgpiano_sqli-labs,172.31.1.107,,,,,,,
