Name,cvss,description,detection_method,detection_result,http_info,identification,impact,insight,log_method,plugin,port,product_detection_result,protocol,references,severity,solution,source
Missing Content Security Policy Instances (22),[],[],[],[],"[{'request': 'GET https://juice-shop-388277804329.us-west1.run.app/info.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 08:28:20 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: d1dec854dbe62de69a7b5ea639baba79', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 4239']}]","['https://juice-shop-388277804329.us-west1.run.app/info.php', 'https://juice-shop-388277804329.us-west1.run.app/passwords/', 'https://juice-shop-388277804329.us-west1.run.app/phpinfo.php', 'https://juice-shop-388277804329.us-west1.run.app/stylesheets/', 'https://juice-shop-388277804329.us-west1.run.app/db/bwapp.sqlite', 'https://juice-shop-388277804329.us-west1.run.app/images/', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.nusoap_base.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.soap_fault.php', 'https://juice-shop-388277804329.us-west1.run.app/apps/', 'https://juice-shop-388277804329.us-west1.run.app/user_new.php', 'https://juice-shop-388277804329.us-west1.run.app/install.php', 'https://juice-shop-388277804329.us-west1.run.app/documents/', 'https://juice-shop-388277804329.us-west1.run.app/login.php', 'https://juice-shop-388277804329.us-west1.run.app/soap/', 'https://juice-shop-388277804329.us-west1.run.app/soap/nusoap.php', 'https://juice-shop-388277804329.us-west1.run.app/js/', 'https://juice-shop-388277804329.us-west1.run.app/apps/movie_search', 'https://juice-shop-388277804329.us-west1.run.app/db/', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.wsdlcache.php', 'https://juice-shop-388277804329.us-west1.run.app/training.php', 'https://juice-shop-388277804329.us-west1.run.app/info_install.php', 'https://juice-shop-388277804329.us-west1.run.app/training_install.php']",[],[],[],[],,[],,[],LOW,[],TENABLEWAS
Missing Content Security Policy,"[3.1, 'CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N']","['Content Security Policy (CSP) is a web security standard that helps to mitigate attacks like cross-site scripting (XSS), clickjacking or mixed content issues.']",[],[],[],[],[],[],[],"['Plugin ID: 112551', 'Family: HTTP Security Header', 'Publication Date: 2019-02-14T00:00:00+00:00', 'Modification Date: 2024-03-25T00:00:00+00:00']",,[],,"['https://developer.mozilla.org/en-US/docs/Web/HTTP/CSP', 'https://csp-evaluator.withgoogle.com/', 'https://content-security-policy.com/', 'https://developers.google.com/web/fundamentals/security/csp/', 'https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Content-Security-Policy']",LOW,"[""""Configure Content Security Policy on your website by adding 'Content-Security-Policy' HTTP header or meta tag http-equiv='Content-Security-Policy'.""""]",TENABLEWAS
No Cache Control header defined Instances (8),[],[],[],[],"[{'request': 'GET https://juice-shop-388277804329.us-west1.run.app/info.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""":443""""; ma=2592000,h3-29="""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 08:28:20 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: d1dec854dbe62de69a7b5ea639baba79', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 4239']}]","['https://juice-shop-388277804329.us-west1.run.app/info.php', 'https://juice-shop-388277804329.us-west1.run.app/training_install.php', 'https://juice-shop-388277804329.us-west1.run.app/phpinfo.php', 'https://juice-shop-388277804329.us-west1.run.app/user_new.php', 'https://juice-shop-388277804329.us-west1.run.app/apps/movie_search', 'https://juice-shop-388277804329.us-west1.run.app/js/', 'https://juice-shop-388277804329.us-west1.run.app/soap/class.soap_fault.php', 'https://juice-shop-388277804329.us-west1.run.app/stylesheets/']",[],[],[],[],,[],,[],LOW,[],TENABLEWAS
No Cache Control header defined,[],['The Cache Control header is not defined in the response.'],[],[],[],[],[],[],[],[],,[],,[],LOW,['Define the Cache Control header in the response to control caching behavior.'],TENABLEWAS
Cross Site Request Forgery (CSRF),"[2.1, 'CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:A/VC:N/VI:L/VA:N/SC:N/SI:N/SA:N']","[""""Cross Site Request Forgery (CSRF) occurs when an user is tricked into clicking on a link which would automatically submit a request without the user's consent."""", 'This can be made possible when the request does not include an anti-CSRF token, generated each time the request is visited and passed when the request is submitted, and which can be used by the web application backend to verify that the request originates from a legitimate user.']",[],[],[],[],[],[],[],"['Plugin ID: 113332', 'Family: Cross Site Request Forgery', 'Publication Date: 2022-08-08T00:00:00+00:00', 'Modification Date: 2023-01-17T00:00:00+00:00']",,[],,"['https://codex.wordpress.org/WordPress_Nonces', 'https://www.nccgroup.trust/globalassets/our-research/us/whitepapers/csrf_paper.pdf', 'https://www.drupal.org/docs/7/security/writing-secure-code/create-forms-in-a-safe-way-to-avoid-cross-site-request-forgeries', 'https://symfony.com/doc/current/form/csrf_protection.html', 'http://en.wikipedia.org/wiki/Cross-site_request_forgery', 'https://docs.djangoproject.com/en/1.11/ref/csrf/', 'http://www.cgisecurity.com/csrf-faq.html', 'https://www.owasp.org/index.php/Testing_for_CSRF_(OTG-SESS-005)', 'https://www.owasp.org/index.php/Cross-Site_Request_Forgery_(CSRF)']",LOW,"['Update the application by adding support of anti-CSRF tokens on this login form.', 'Most web frameworks provide either built-in solutions or have plugins that can be used to easily add these tokens to any form.']",TENABLEWAS
Cross Site Request Forgery (CSRF) Instances (1),[],[],[],[],"[{'request': 'GET https://juice-shop-388277804329.us-west1.run.app/login.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000', 'Cache-Control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 01:51:06 GMT', 'Expires: Thu, 19 Nov 1981 08:52:00 GMT', 'Pragma: no-cache', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 97249a7d3363c12f26d1d625a5fdf4df', 'X-Powered-By: PHP/5.5.9-1ubuntu4.22']}]",['https://juice-shop-388277804329.us-west1.run.app/login.php'],[],[],[],[],,[],,[],LOW,[],TENABLEWAS
Cookie Without SameSite Flag Detected Instances (1),[],[],[],[],"[{'request': None, 'request_headers': None, 'response_headers': None}]",['https://juice-shop-388277804329.us-west1.run.app/'],[],[],[],[],,[],,[],LOW,[],TENABLEWAS
Cookie Without SameSite Flag Detected,"[2.1, 'CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:A/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N']",['SameSite is an attribute which can be set on a cookie to instruct the web browser if this cookie can be sent along with cross-site requests to help prevent Cross-Site Request Forgery (CSRF) attacks.'],[],[],[],[],[],[],[],"['Plugin ID: 115540', 'Family: HTTP Security Header', 'Publication Date: 2018-12-14T00:00:00+00:00', 'Modification Date: 2023-12-11T00:00:00+00:00']",,[],,"['https://blog.chromium.org/2019/10/developers-get-ready-for-new.html', 'https://cheatsheetseries.owasp.org/cheatsheets/Cross-Site_Request_Forgery_Prevention_Cheat_Sheet.html#samesite-cookie-attribute', 'https://developer.mozilla.org/en-US/docs/Web/HTTP/Headers/Set-Cookie/SameSite', 'https://web.dev/samesite-cookies-explained']",LOW,['The SameSite attribute should be set in every cookie to enforce the expected result by developers.'],TENABLEWAS
Web Application Sitemap Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Web Application Sitemap,[],['The scan has discovered 173 distinct URLs.'],[],[],[],[],[],[],[],"['Plugin ID: 98009', 'Family: General', 'Publication Date: 2017-03-31T00:00:00+00:00', 'Modification Date: 2023-11-17T00:00:00+00:00']",,[],,[],LOG,[],TENABLEWAS
Network Timeout Encountered Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Network Timeout Encountered,[],['The scanner encountered 7 network timeouts during the scan.'],[],[],[],[],[],[],[],"['Plugin ID: 98019', 'Family: General', 'Publication Date: 2017-09-25T00:00:00+00:00', 'Modification Date: 2023-11-17T00:00:00+00:00']",,[],,[],LOG,['Check your web application logs and verify that it is functioning as expected and can handle significant amounts of traffic generated by the scanner.'],TENABLEWAS
Login Form Detected Instances (1),[],[],[],[],"[{'request': 'GET https://juice-shop-388277804329.us-west1.run.app/login.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000', 'Cache-Control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0']}]",['https://juice-shop-388277804329.us-west1.run.app/login.php'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Login Form Detected,[],['This is an informational notice that the scanner identified a potential login form that could be used by the scanner to authenticate and have access to additional pages for extending its coverage.'],[],[],[],[],[],[],[],"['Plugin ID: 98033', 'Family: Authentication & Session', 'Publication Date: 2018-02-08T00:00:00+00:00', 'Modification Date: 2018-02-08T00:00:00+00:00']",,[],,[],LOG,['Edit scan policy and add login form authentication credentials to allow scanner to authenticate to the web application.'],TENABLEWAS
Technologies Detected Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Technologies Detected,[],"['This is an informational plugin to inform the user what technologies the framework has detected on the target application, which can then be examined and checked for known vulnerable software versions']",[],[],[],[],[],[],[],"['Plugin ID: 98059', 'Family: Web Applications']",,[],,[],LOG,"['Only use components that do not have known vulnerabilities, only use components that when combined to not introduce a security vulnerability, and ensure that a misconfiguration does not cause any vulnerabilities']",TENABLEWAS
Cookies Collected Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Cookies Collected,[],['The scanner collected the cookies returned by the application during the scan.'],[],[],[],[],[],[],[],"['Plugin ID: 98061', 'Family: Web Applications']",,[],,[],LOG,[],TENABLEWAS
Common Files Detection Instances (1),[],[],[],[],"[{'request': 'GET /install.php HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/2 200', 'x-powered-by: PHP/5.5.9', 'vary: Accept-Encoding', 'content-type: text/html', 'content-encoding: gzip', 'x-cloud-trace-context: 41976c367965e580e30e07c8e906a798', 'date: Tue, 19 Nov 2024 00:10:36 GMT', 'server: Google Frontend', 'content-length: 945', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]",['https://juice-shop-388277804329.us-west1.run.app/install.php'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Common Files Detection,[],['Scanner has detected common sensitive files on the remote web server.'],[],[],[],[],[],[],[],"['Plugin ID: 98071', 'Family: Web Servers']",,[],,[],LOG,"['If files are unreferenced, then they should be removed from the web root and/or the application directory.']",TENABLEWAS
Common Directories Detection Instances (8),[],[],[],[],[],[],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Common Directories Detection,[],['Scanner has detected a common directory on the remote web server.'],[],[],[],[],[],[],[],"['Plugin ID: 98072', 'Family: Web Servers']",,[],,[],LOG,"['If directories are unreferenced, then they should be removed from the web root and/or the application directory.']",TENABLEWAS
Private IP Address Disclosure,[],"['Private, or non-routable, IP addresses are generally used within a home or company network and are typically unknown to anyone outside of that network.']",[],[],[],[],[],[],[],"['Plugin ID: 98077', 'Family: Data Exposure', 'Publication Date: 2017-03-31T00:00:00+00:00', 'Modification Date: 2023-11-17T00:00:00+00:00']",,[],,[],LOG,['Identifying the context in which the affected page displays a Private IP address is necessary.'],TENABLEWAS
Private IP Address Disclosure Instances (1),[],[],[],[],"[{'request': 'GET /db/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: 677b6f23aa804fa8754954086e8d57f7', 'date: Tue, 19 Nov 2024 00:10:54 GMT', 'server: Google Frontend', 'content-length: 477', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /documents/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: fee639dea548ad7ac4ad936e768b2c9b', 'date: Tue, 19 Nov 2024 00:10:55 GMT', 'server: Google Frontend', 'content-length: 628', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /images/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: 9b9a8c0f1bc5d6220c6b5a796143bd6e', 'date: Tue, 19 Nov 2024 00:11:00 GMT', 'server: Google Frontend', 'content-length: 769', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /stylesheets/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: a2e0f8a3d50572a6157c21fe674426e3', 'date: Tue, 19 Nov 2024 00:11:16 GMT', 'server: Google Frontend', 'content-length: 514', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /apps/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: 4d37b4d71f7f55c9509839b5eb30d29a', 'date: Tue, 19 Nov 2024 00:10:48 GMT', 'server: Google Frontend', 'content-length: 479', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /soap/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: 1ac74ee01d8d1853ce48d966d1f645f2', 'date: Tue, 19 Nov 2024 00:11:14 GMT', 'server: Google Frontend', 'content-length: 649', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /js/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: 206e37e022bbdeecbb30381149aae6f7', 'date: Tue, 19 Nov 2024 00:11:02 GMT', 'server: Google Frontend', 'content-length: 532', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}, {'request': 'GET /passwords/ HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36', 'Accept: */*', 'Accept-Language: en-US,en;q=0.5'], 'response_headers': ['HTTP/2 200', 'vary: Accept-Encoding', 'content-type: text/html;charset=UTF-8', 'content-encoding: gzip', 'x-cloud-trace-context: 46ff539c7fd7244ae8c44bfdd7e9c0a0', 'date: Tue, 19 Nov 2024 00:11:07 GMT', 'server: Google Frontend', 'content-length: 518', 'alt-svc: h3="""""""":443; ma=2592000,h3-29="""""""":443; ma=2592000']}]","['https://juice-shop-388277804329.us-west1.run.app/db/', 'https://juice-shop-388277804329.us-west1.run.app/documents/', 'https://juice-shop-388277804329.us-west1.run.app/images/', 'https://juice-shop-388277804329.us-west1.run.app/stylesheets/', 'https://juice-shop-388277804329.us-west1.run.app/apps/', 'https://juice-shop-388277804329.us-west1.run.app/soap/', 'https://juice-shop-388277804329.us-west1.run.app/js/', 'https://juice-shop-388277804329.us-west1.run.app/passwords/']",[],[],[],[],,[],,[],LOG,[],TENABLEWAS
E-mail Address Disclosure,[],"[""""Email addresses are typically found on 'Contact us' pages, however, they can also be found within scripts or code comments of the application."""", 'They are used to provide a legitimate means of contacting an organisation.', 'As one of the initial steps in information gathering, cyber-criminals will spider a website and using automated methods collect as many email addresses as possible, that they may then use in a social engineering attack.']",[],[],[],[],[],[],[],"['Plugin ID: 98078', 'Family: Data Exposure', 'Publication Date: 2017-03-31T00:00:00+00:00', 'Modification Date: 2023-11-17T00:00:00+00:00']",,[],,[],LOG,['E-mail addresses should be presented in such a way that it is hard to process them automatically.'],TENABLEWAS
E-mail Address Disclosure Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Target Information,[],[],[],[],[],[],[],[],[],"['Plugin ID: 98136', 'Family: General', 'Publication Date: 2017-07-27T00:00:00+00:00', 'Modification Date: 2024-04-26T00:00:00+00:00']",,[],,[],LOG,[],TENABLEWAS
Target Information Instances (1),[],[],[],[],"[{'request': 'GET / HTTP/2', 'request_headers': ['Host: juice-shop-388277804329.us-west1.run.app', 'Accept-Encoding: gzip, deflate, br', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/2 302', 'x-powered-by: PHP/5.5.9-1ubuntu4.14', 'location: portal.php', 'content-type: text/html', 'x-cloud-trace-context: 1af46a284798e67769151ba2877d7ea6', 'date: Tue, 19 Nov 2024 00:10:34 GMT', 'server: Google Frontend', 'content-length: 0', """"alt-svc: h3=':443'; ma=2592000,h3-29=':443'; ma=2592000""""]}]",['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
Form Detected,[],[],[],[],[],[],[],[],[],"['Plugin ID: 98148', 'Family: Web Applications', 'Publication Date: 2021-10-21T00:00:00+00:00', 'Modification Date: 2021-10-21T00:00:00+00:00']",,[],,[],LOG,[],TENABLEWAS
Form Detected Instances (2),[],[],[],[],"[{'request': 'GET https://juice-shop-388277804329.us-west1.run.app/login.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443""""; ma=2592000,h3-29="""""""":443""""; ma=2592000', 'Cache-Control: no-store, no-cache, must-revalidate, post-check=0, pre-check=0', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 01:51:06 GMT', 'Expires: Thu, 19 Nov 1981 08:52:00 GMT', 'Pragma: no-cache', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 97249a7d3363c12f26d1d625a5fdf4df', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 4826']}, {'request': 'GET https://juice-shop-388277804329.us-west1.run.app/user_new.php HTTP/1.1', 'request_headers': ['Accept: */*', 'Accept-Encoding: gzip, deflate, br', 'Accept-Language: en-US,en;q=0.5', 'Cookie: PHPSESSID=711vt1tpgrucudl1kaq9t074f5', 'Priority: u=0, i', 'Sec-Ch-Ua: """"Chromium"""";v=""""124"""", """"HeadlessChrome"""";v=""""124"""", """"Not-A.Brand"""";v=""""99""""', 'Sec-Ch-Ua-Mobile: ?0', 'Sec-Ch-Ua-Platform: """"Linux""""', 'Sec-Fetch-Dest: document', 'Sec-Fetch-Mode: navigate', 'Sec-Fetch-Site: none', 'Sec-Fetch-User: ?1', 'Upgrade-Insecure-Requests: 1', 'User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.6367.207 Safari/537.36'], 'response_headers': ['HTTP/1.1 200 OK', 'Alt-Svc: h3="""""""":443""""; ma=2592000,h3-29="""""""":443""""; ma=2592000', 'Content-Encoding: gzip', 'Content-Type: text/html', 'Date: Tue, 19 Nov 2024 07:45:52 GMT', 'Server: Google Frontend', 'Vary: Accept-Encoding', 'X-Cloud-Trace-Context: 1de28a3c31c89c397b35ab9cf352eeaf', 'X-Powered-By: PHP/5.5.9-1ubuntu4.14', 'Content-Length: 4224']}]","['https://juice-shop-388277804329.us-west1.run.app/login.php', 'https://juice-shop-388277804329.us-west1.run.app/user_new.php']",[],[],[],[],,[],,[],LOG,[],TENABLEWAS
External URL Instances (1),[],[],[],[],[],['https://juice-shop-388277804329.us-west1.run.app/#/'],[],[],[],[],,[],,[],LOG,[],TENABLEWAS
External URL,[],['An external URL is an URL for which the Fully Qualified Domain Name (FQDN) is not the same as the web target URL one.'],[],[],[],[],[],[],[],"['Plugin ID: 98154', 'Family: General', 'Publication Date: 2022-11-30T00:00:00+00:00', 'Modification Date: 2022-12-12T00:00:00+00:00']",,[],,[],LOG,['See Also Plugin Details'],TENABLEWAS
