Total vulnerabilidades no vulnnet: 6343
Total vulnerabilidades extraídas: 6700
Acertos: 6101 (96.18%)
Inventadas (no dataset mas não no vulnnet): 599 (8.94%)
Faltantes (no vulnnet mas não no dataset): 242 (3.82%)

--- Inventadas (exemplos) ---
172.30.9.3 | 'favicon.ico' Based Fingerprinting (HTTP) | 1 a mais
172.31.1.32 | Redis < 6.0.19, 6.2.x < 6.2.12, 7.0.x < 7.0.11 DoS Vulnerability | Redis < 6.0.19, 6.2.x < 6.2.12, 7.0.x < 7.0.11 DoS Vulnerability | 100.0
172.30.14.4 | Redis < 6.0.19, 6.2.x < 6.2.12, 7.0.x < 7.0.11 DoS Vulnerability | Redis < 6.0.19, 6.2.x < 6.2.12, 7.0.x < 7.0.11 DoS Vulnerability | 100.0
172.31.1.33 | Redis < 6.0.19, 6.2.x < 6.2.12, 7.0.x < 7.0.11 DoS Vulnerability | Redis < 6.0.19, 6.2.x < 6.2.12, 7.0.x < 7.0.11 DoS Vulnerability | 100.0
172.31.1.32 | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overflow Vulnerability | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overflow Vulnerability | 100.0
172.30.14.4 | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overflow Vulnerability | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overflow Vulnerability | 100.0
172.31.1.32 | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overow Vulnerability | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overflow Vulnerability | 98.59154929577466
172.30.14.4 | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overow Vulnerability | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overflow Vulnerability | 98.59154929577466
172.31.1.33 | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overow Vulnerability | Redis < 6.0.20, 6.2.x < 6.2.13, 7.x < 7.0.12 Heap Overflow Vulnerability | 98.59154929577466
172.31.1.33 | Redis < 6.0.3 Integer Overflow Vulnerability | Redis < 6.0.3 Integer Overflow Vulnerability | 100.0
172.31.1.32 | Redis < 6.0.3 Integer Overow Vulnerability | Redis < 6.0.3 Integer Overflow Vulnerability | 97.67441860465115
172.30.14.4 | Redis < 6.0.3 Integer Overow Vulnerability | Redis < 6.0.3 Integer Overflow Vulnerability | 97.67441860465115
172.31.1.32 | Redis < 6.2.7 Multiple Vulnerabilities | Redis < 6.2.7 Multiple Vulnerabilities | 100.0
172.30.14.4 | Redis < 6.2.7 Multiple Vulnerabilities | Redis < 6.2.7 Multiple Vulnerabilities | 100.0
172.31.1.33 | Redis < 6.2.7 Multiple Vulnerabilities | Redis < 6.2.7 Multiple Vulnerabilities | 100.0
172.31.1.32 | Redis <= 4.0.2 Buer Overow Vulnerability | Redis <= 4.0.2 Buffer Overflow Vulnerability | 95.23809523809523
172.31.1.32 | Redis <= 4.0.2 Buffer Overflow Vulnerability | Redis <= 4.0.2 Buffer Overflow Vulnerability | 100.0
172.31.1.32 | Redis <= 7.0.5 DoS Vulnerability | Redis <= 7.0.5 DoS Vulnerability | 100.0
172.30.14.4 | Redis <= 7.0.5 DoS Vulnerability | Redis <= 7.0.5 DoS Vulnerability | 100.0
172.31.1.33 | Redis <= 7.0.5 DoS Vulnerability | Redis <= 7.0.5 DoS Vulnerability | 100.0
172.30.14.4 | Redis Buer Overow Vulnerability (GHSA-rp2m-q4j6-gr43) | Redis Buffer Overflow Vulnerability (GHSA-rp2m-q4j6-gr43) | 96.36363636363636
172.31.1.32 | Redis Buffer Overflow Vulnerability | Redis Buffer Overflow Vulnerability | 100.0
172.31.1.32 | Redis Buffer Overflow Vulnerability (GHSA-rp2m-q4j6-gr43) | Redis Buffer Overflow Vulnerability (GHSA-rp2m-q4j6-gr43) | 100.0
172.31.1.33 | Redis Buffer Overflow Vulnerability (GHSA-rp2m-q4j6-gr43) | Redis Buffer Overflow Vulnerability (GHSA-rp2m-q4j6-gr43) | 100.0
172.31.1.32 | Redis DoS Vulnerability (GHSA-2r7g-8hpc-rpq9) | Redis DoS Vulnerability (GHSA-2r7g-8hpc-rpq9) | 100.0
172.30.14.4 | Redis DoS Vulnerability (GHSA-2r7g-8hpc-rpq9) | Redis DoS Vulnerability (GHSA-2r7g-8hpc-rpq9) | 100.0
172.31.1.33 | Redis DoS Vulnerability (GHSA-2r7g-8hpc-rpq9) | Redis DoS Vulnerability (GHSA-2r7g-8hpc-rpq9) | 100.0
172.31.1.32 | Redis DoS Vulnerability (GHSA-4q32-c38c-pwgq) | Redis DoS Vulnerability (GHSA-4q32-c38c-pwgq) | 100.0
172.30.14.4 | Redis DoS Vulnerability (GHSA-4q32-c38c-pwgq) | Redis DoS Vulnerability (GHSA-4q32-c38c-pwgq) | 100.0
172.31.1.33 | Redis DoS Vulnerability (GHSA-4q32-c38c-pwgq) | Redis DoS Vulnerability (GHSA-4q32-c38c-pwgq) | 100.0
172.31.1.32 | Redis DoS Vulnerability (GHSA-r67f-p999-2g) | Redis DoS Vulnerability (GHSA-r67f-p999-2gff) | 97.72727272727273
172.30.14.4 | Redis DoS Vulnerability (GHSA-r67f-p999-2g) | Redis DoS Vulnerability (GHSA-r67f-p999-2gff) | 97.72727272727273
172.31.1.33 | Redis DoS Vulnerability (GHSA-r67f-p999-2g) | Redis DoS Vulnerability (GHSA-r67f-p999-2gff) | 97.72727272727273
172.31.1.32 | Redis Heap Overow Vulnerability (Oct 2020) | Redis Heap Overflow Vulnerability (Oct 2020) | 97.67441860465115
172.30.14.4 | Redis Heap Overow Vulnerability (Oct 2020) | Redis Heap Overflow Vulnerability (Oct 2020) | 97.67441860465115
172.30.14.4 | Redis Integer Overflow Vulnerability (GHSA-hgj8-v2-7cjf) | Redis Integer Overflow Vulnerability (GHSA-hgj8-vff2-7cjf) | 98.24561403508771
172.31.1.32 | Redis Integer Overow Vulnerability (GHSA-8wxq-j7rp-g8wj) | Redis Integer Overflow Vulnerability (GHSA-8wxq-j7rp-g8wj) | 98.24561403508771
172.30.14.4 | Redis Integer Overow Vulnerability (GHSA-8wxq-j7rp-g8wj) | Redis Integer Overflow Vulnerability (GHSA-8wxq-j7rp-g8wj) | 98.24561403508771
172.31.1.32 | Redis Lua Debugger Vulnerability (GHSA-9mj9-xx53-qmxm) | Redis Lua Debugger Vulnerability (GHSA-9mj9-xx53-qmxm) | 100.0
172.30.14.4 | Redis Lua Debugger Vulnerability (GHSA-9mj9-xx53-qmxm) | Redis Lua Debugger Vulnerability (GHSA-9mj9-xx53-qmxm) | 100.0
172.31.1.32 | Redis Multiple Vulnerabilities (Mar 2019) | Redis Multiple Vulnerabilities (Mar 2019) | 100.0
172.31.1.32 | Redis Multiple Vulnerabilities (Oct 2025, RediShell) | Redis Multiple Vulnerabilities (Oct 2025, RediShell) | 100.0
172.30.14.4 | Redis Multiple Vulnerabilities (Oct 2025, RediShell) | Redis Multiple Vulnerabilities (Oct 2025, RediShell) | 100.0
172.31.1.33 | Redis Multiple Vulnerabilities (Oct 2025, RediShell) | Redis Multiple Vulnerabilities (Oct 2025, RediShell) | 100.0
172.31.1.32 | Redis RCE Vulnerability (GHSA-39h2-x6c4-6w4c) | Redis RCE Vulnerability (GHSA-39h2-x6c4-6w4c) | 100.0
172.30.14.4 | Redis RCE Vulnerability (GHSA-39h2-x6c4-6w4c) | Redis RCE Vulnerability (GHSA-39h2-x6c4-6w4c) | 100.0
172.31.1.33 | Redis RCE Vulnerability (GHSA-39h2-x6c4-6w4c) | Redis RCE Vulnerability (GHSA-39h2-x6c4-6w4c) | 100.0
172.31.1.32 | Redis Server Detection (TCP) | Redis Server Detection (TCP) | 100.0
172.30.14.4 | Redis Server Detection (TCP) | Redis Server Detection (TCP) | 100.0
172.31.1.33 | Redis Server Detection (TCP) | Redis Server Detection (TCP) | 100.0
172.31.1.32 | Redis Server No Password (TCP) | Redis Server No Password (TCP) | 100.0
172.30.14.4 | Redis Server No Password (TCP) | Redis Server No Password (TCP) | 100.0
172.31.1.33 | Redis Server No Password (TCP) | Redis Server No Password (TCP) | 100.0
172.31.1.32 | Redis Stack Overow Vulnerability (GHSA-p486-xggp-782c) | Redis Stack Overflow Vulnerability (GHSA-p486-xggp-782c) | 98.18181818181819
172.30.14.4 | Redis Stack Overow Vulnerability (GHSA-p486-xggp-782c) | Redis Stack Overflow Vulnerability (GHSA-p486-xggp-782c) | 98.18181818181819
172.31.1.32 | Redis Unix Socket Permission Access Bypass Vulnerability (GHSA-ghmp-889m-7cvx) | Redis Unix Socket Permission Access Bypass Vulnerability (GHSA-ghmp-889m-7cvx) | 100.0
172.30.14.4 | Redis Unix Socket Permission Access Bypass Vulnerability (GHSA-ghmp-889m-7cvx) | Redis Unix Socket Permission Access Bypass Vulnerability (GHSA-ghmp-889m-7cvx) | 100.0
172.31.1.33 | Redis Unix Socket Permission Access Bypass Vulnerability (GHSA-ghmp-889m-7cvx) | Redis Unix Socket Permission Access Bypass Vulnerability (GHSA-ghmp-889m-7cvx) | 100.0
172.30.30.1 | Report default community names of the SNMP Agent | Report default community names of the SNMP Agent | 100.0
172.30.7.1 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.31.1.84 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.31.1.84 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.31.1.57 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.31.1.55 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.31.1.24 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.31.1.56 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.30.50.3 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.31.1.31 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.31.1.101 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.31.1.52 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.31.1.53 | Response Time / No 404 Error Code Check | Response Time / No 404 Error Code Check | 100.0
172.30.1.1 | rexec Detection | rexec Detection | 100.0
172.30.1.1 | rlogin Passwordless Login | rlogin Passwordless Login | 100.0
172.31.1.24 | RMI Registry Service Detection | RMI Registry Service Detection | 100.0
172.30.7.1 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.30.9.3 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.31.1.84 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.30.19.2 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.30.9.4 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.30.2.2 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.31.1.49 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.31.1.48 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.30.50.3 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.30.50.1 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.30.9.2 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.31.1.52 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.31.1.53 | robot.txt / robots.txt exists on the Web Server (HTTP) | robot.txt / robots.txt exists on the Web Server (HTTP) | 100.0
172.30.1.1 | rsh Service Detection | rsh Service Detection | 100.0
172.30.1.1 | rsh Unencrypted Cleartext Login | rsh Unencrypted Cleartext Login | 100.0
172.31.1.95 | Ruby Detection Consolidation | Ruby Detection Consolidation | 100.0
172.30.1.4 | Samba 'AD LDAP' Information Disclosure Vulnerability (Aug 2018) | Samba AD LDAP Information Disclosure Vulnerability (Aug 2018) | 93.5483870967742
172.30.1.3 | Samba 'AD LDAP' Information Disclosure Vulnerability (Aug 2018) | Samba AD LDAP Information Disclosure Vulnerability (Aug 2018) | 93.5483870967742
172.30.4.1 | Samba 'AD LDAP' Information Disclosure Vulnerability (Aug 2018) | Samba AD LDAP Information Disclosure Vulnerability (Aug 2018) | 93.5483870967742
172.30.1.1 | Samba 'mount.cifs' Utility Symlink Attack Local Privilege Escalation Vulnerability | Samba mount.cifs Utility Symlink Attack Local Privilege Escalation Vulnerability | 85.18518518518519
172.30.1.1 | Samba 'mtab' Lock File Handling Local DoS Vulnerability | Samba mtab Lock File Handling Local DoS Vulnerability | 88.88888888888889
172.30.1.4 | Samba 3.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | Samba 3.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | 100.0
172.30.1.3 | Samba 3.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | Samba 3.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | 100.0
172.30.1.1 | Samba 3.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | Samba 3.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | 100.0
172.30.4.1 | Samba 3.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | Samba 3.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | 100.0
172.30.1.1 | Samba 3.0.0 <= 3.0.25rc3 MS-RPC Remote Shell Command Execution Vulnerability - Version Check | Samba 3.0.0 <= 3.0.25rc3 MS-RPC Remote Shell Command Execution Vulnerability - Version Check | 100.0
172.30.1.1 | Samba 3.0.0 <= 3.0.25rc3 Remote Code Execution Vulnerability (CVE-2007-2446) | Samba 3.0.0 <= 3.0.25rc3 Remote Code Execution Vulnerability (CVE-2007-2446) | 100.0
172.30.1.1 | Samba 3.0.0 <= 3.0.29 Buer Overow Vulnerability | Samba 3.0.0 <= 3.0.29 Buffer Overflow Vulnerability | 95.91836734693877
172.30.1.1 | Samba 3.0.0 <= 3.6.3 Remote Code Execution Vulnerability (CVE-2012-1182) | Samba 3.0.0 <= 3.6.3 Remote Code Execution Vulnerability (CVE-2012-1182) | 100.0
172.30.1.1 | Samba 3.0.0 <= 4.0.7 DoS Vulnerability (CVE-2013-4124) | Samba 3.0.0 <= 4.0.7 DoS Vulnerability (CVE-2013-4124) | 100.0
172.30.1.1 | Samba 3.0.0 <= 4.3.2 Bypass File-Access Restrictions Vulnerability (CVE-2015-5252) | Samba 3.0.0 <= 4.3.2 Bypass File-Access Restrictions Vulnerability (CVE-2015-5252) | 100.0
172.30.1.1 | Samba 3.0.1 <= 3.0.22 DoS Vulnerability (CVE-2006-3403) | Samba 3.0.1 <= 3.0.22 DoS Vulnerability (CVE-2006-3403) | 100.0
172.30.1.1 | Samba 3.0.6 <= 3.0.23d Multiple Vulnerabilities | Samba 3.0.6 <= 3.0.23d Multiple Vulnerabilities | 100.0
172.30.1.4 | Samba 3.6.0 < 4.12.15, 4.13.0 < 4.13.8, 4.14.0 < 4.14.4 File Access Vulnerability | Samba 3.6.0 < 4.12.15, 4.13.0 < 4.13.8, 4.14.0 < 4.14.4 File Access Vulnerability | 100.0
172.30.1.3 | Samba 3.6.0 < 4.12.15, 4.13.0 < 4.13.8, 4.14.0 < 4.14.4 File Access Vulnerability | Samba 3.6.0 < 4.12.15, 4.13.0 < 4.13.8, 4.14.0 < 4.14.4 File Access Vulnerability | 100.0
172.30.4.1 | Samba 3.6.0 < 4.12.15, 4.13.0 < 4.13.8, 4.14.0 < 4.14.4 File Access Vulnerability | Samba 3.6.0 < 4.12.15, 4.13.0 < 4.13.8, 4.14.0 < 4.14.4 File Access Vulnerability | 100.0
172.30.1.4 | Samba 3.6.0 <= 4.13.1 DoS Vulnerability (CVE-2020-14323) | Samba 3.6.0 <= 4.13.1 DoS Vulnerability (CVE-2020-14323) | 100.0
172.30.1.3 | Samba 3.6.0 <= 4.13.1 DoS Vulnerability (CVE-2020-14323) | Samba 3.6.0 <= 4.13.1 DoS Vulnerability (CVE-2020-14323) | 100.0
172.30.4.1 | Samba 3.6.0 <= 4.13.1 DoS Vulnerability (CVE-2020-14323) | Samba 3.6.0 <= 4.13.1 DoS Vulnerability (CVE-2020-14323) | 100.0
172.30.1.4 | Samba 4.0 Buer Overow Vulnerability (CVE-2022-3437) | Samba 4.0 Buffer Overflow Vulnerability (CVE-2022-3437) | 96.22641509433963
172.30.1.3 | Samba 4.0 Buer Overow Vulnerability (CVE-2022-3437) | Samba 4.0 Buffer Overflow Vulnerability (CVE-2022-3437) | 96.22641509433963
172.30.4.1 | Samba 4.0 Buer Overow Vulnerability (CVE-2022-3437) | Samba 4.0 Buffer Overflow Vulnerability (CVE-2022-3437) | 96.22641509433963
172.30.1.4 | Samba 4.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | Samba 4.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | 100.0
172.30.1.3 | Samba 4.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | Samba 4.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | 100.0
172.30.4.1 | Samba 4.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | Samba 4.0.0 < 4.13.14, 4.14.0 < 4.14.10, 4.15.0 < 4.15.2 Multiple Vulnerabilities | 100.0
172.30.1.4 | Samba 4.0.0 < 4.17.12, 4.18.0 < 4.18.8, 4.19.0 Multiple Vulnerabilities | Samba 4.0.0 < 4.17.12, 4.18.0 < 4.18.8, 4.19.0 Multiple Vulnerabilities | 100.0
172.30.1.3 | Samba 4.0.0 < 4.17.12, 4.18.0 < 4.18.8, 4.19.0 Multiple Vulnerabilities | Samba 4.0.0 < 4.17.12, 4.18.0 < 4.18.8, 4.19.0 Multiple Vulnerabilities | 100.0
172.30.4.1 | Samba 4.0.0 < 4.17.12, 4.18.0 < 4.18.8, 4.19.0 Multiple Vulnerabilities | Samba 4.0.0 < 4.17.12, 4.18.0 < 4.18.8, 4.19.0 Multiple Vulnerabilities | 100.0
172.30.1.4 | Samba 4.1 < 4.17.1 Improper Authentication (CVE-2021-20251) | Samba 4.1 < 4.17.1 Improper Authentication (CVE-2021-20251) | 100.0
172.30.1.3 | Samba 4.1 < 4.17.1 Improper Authentication (CVE-2021-20251) | Samba 4.1 < 4.17.1 Improper Authentication (CVE-2021-20251) | 100.0
172.30.1.1 | Samba 4.1 < 4.17.1 Improper Authentication (CVE-2021-20251) | Samba 4.1 < 4.17.1 Improper Authentication (CVE-2021-20251) | 100.0
172.30.4.1 | Samba 4.1 < 4.17.1 Improper Authentication (CVE-2021-20251) | Samba 4.1 < 4.17.1 Improper Authentication (CVE-2021-20251) | 100.0
172.30.1.4 | Samba 4.x Multiple DoS Vulnerabilities (CVE-2018-14629, CVE-2018-16851) | Samba 4.x Multiple DoS Vulnerabilities (CVE-2018-14629, CVE-2018-16851) | 100.0
172.30.1.3 | Samba 4.x Multiple DoS Vulnerabilities (CVE-2018-14629, CVE-2018-16851) | Samba 4.x Multiple DoS Vulnerabilities (CVE-2018-14629, CVE-2018-16851) | 100.0
172.30.4.1 | Samba 4.x Multiple DoS Vulnerabilities (CVE-2018-14629, CVE-2018-16851) | Samba 4.x Multiple DoS Vulnerabilities (CVE-2018-14629, CVE-2018-16851) | 100.0
172.30.1.3 | Samba 4.x Multiple DoS Vulnerabilities (Mar 2021) | Samba 4.x Multiple DoS Vulnerabilities (Mar 2021) | 100.0
172.30.4.1 | Samba 4.x Multiple DoS Vulnerabilities (Mar 2021) | Samba 4.x Multiple DoS Vulnerabilities (Mar 2021) | 100.0
172.30.1.4 | Samba 4.x Multiple Vulnerabilities (CVE-2018-1050, CVE-2018-1057) | Samba 4.x Multiple Vulnerabilities (CVE-2018-1050, CVE-2018-1057) | 100.0
172.30.1.3 | Samba 4.x Multiple Vulnerabilities (CVE-2018-1050, CVE-2018-1057) | Samba 4.x Multiple Vulnerabilities (CVE-2018-1050, CVE-2018-1057) | 100.0
172.30.4.1 | Samba 4.x Multiple Vulnerabilities (CVE-2018-1050, CVE-2018-1057) | Samba 4.x Multiple Vulnerabilities (CVE-2018-1050, CVE-2018-1057) | 100.0
172.30.1.1 | Samba < 3.0.32 winbind Daemon DoS Vulnerability | Samba < 3.0.32 winbind Daemon DoS Vulnerability | 100.0
172.30.1.1 | Samba < 3.0.37, 3.1.x < 3.2.15, 3.3.x < 3.3.8, 3.4.x < 3.4.2 Multiple Vulnerabilities | Samba < 3.0.37, 3.1.x < 3.2.15, 3.3.x < 3.3.8, 3.4.x < 3.4.2 Multiple Vulnerabilities | 100.0
172.30.1.1 | Samba < 3.3.13 'SMB1 Packet Chaining' Unspecied Remote Memory Corruption Vulnerability | Samba < 3.3.13 SMB1 Packet Chaining Unspecified Remote Memory Corruption Vulnerability | 91.86046511627907
172.30.1.1 | Samba < 3.4.0 Remote Code Execution Vulnerability (CVE-2012-0870) | Samba < 3.4.0 Remote Code Execution Vulnerability (CVE-2012-0870) | 100.0
172.30.1.1 | Samba < 3.4.8, 3.5.x < 3.5.2 Multiple Remote DoS Vulnerabilities | Samba < 3.4.8, 3.5.x < 3.5.2 Multiple Remote DoS Vulnerabilities | 100.0
172.30.1.1 | Samba < 3.5.5 SID Parsing Remote Buer Overow Vulnerability | Samba < 3.5.5 SID Parsing Remote Buffer Overflow Vulnerability | 96.66666666666667
172.30.1.4 | Samba < 4.14.8 DoS Vulnerability | Samba < 4.14.8 DoS Vulnerability | 100.0
172.30.1.3 | Samba < 4.14.8 DoS Vulnerability | Samba < 4.14.8 DoS Vulnerability | 100.0
172.30.1.1 | Samba < 4.14.8 DoS Vulnerability | Samba < 4.14.8 DoS Vulnerability | 100.0
172.30.4.1 | Samba < 4.14.8 DoS Vulnerability | Samba < 4.14.8 DoS Vulnerability | 100.0
172.30.1.4 | Samba >= 3.0.25, <= 4.5.2 Privilege Delegation Vulnerability | Samba >= 3.0.25, <= 4.5.2 Privilege Delegation Vulnerability | 100.0
172.30.1.3 | Samba >= 3.0.25, <= 4.5.2 Privilege Delegation Vulnerability | Samba >= 3.0.25, <= 4.5.2 Privilege Delegation Vulnerability | 100.0
172.30.1.4 | Samba >= 4.0.0, <= 4.5.2 Multiple Privilege Escalation Vulnerabilities | Samba >= 4.0.0, <= 4.5.2 Multiple Privilege Escalation Vulnerabilities | 100.0
172.30.1.3 | Samba >= 4.0.0, <= 4.5.2 Multiple Privilege Escalation Vulnerabilities | Samba >= 4.0.0, <= 4.5.2 Multiple Privilege Escalation Vulnerabilities | 100.0
172.30.4.1 | Samba AD DC Check Password Script Weakness (CVE-2019-14833) | Samba AD DC Check Password Script Weakness (CVE-2019-14833) | 100.0
172.30.1.4 | Samba AD DC Principal Modication Vulnerability (CVE-2018-16860) | Samba AD DC Principal Modification Vulnerability (CVE-2018-16860) | 98.4375
172.30.1.3 | Samba AD DC Principal Modication Vulnerability (CVE-2018-16860) | Samba AD DC Principal Modification Vulnerability (CVE-2018-16860) | 98.4375
172.30.4.1 | Samba AD DC Principal Modication Vulnerability (CVE-2018-16860) | Samba AD DC Principal Modification Vulnerability (CVE-2018-16860) | 98.4375
172.30.1.4 | Samba Badlock Critical Vulnerability | Samba Badlock Critical Vulnerability | 100.0
172.30.1.3 | Samba Badlock Critical Vulnerability | Samba Badlock Critical Vulnerability | 100.0
172.30.1.1 | Samba Badlock Critical Vulnerability | Samba Badlock Critical Vulnerability | 100.0
172.30.1.4 | Samba Buer Overow Vulnerability (CVE-2022-42898) | Samba Buffer Overflow Vulnerability (CVE-2022-42898) | 96.0
172.30.1.3 | Samba Buer Overow Vulnerability (CVE-2022-42898) | Samba Buffer Overflow Vulnerability (CVE-2022-42898) | 96.0
172.30.1.1 | Samba Buer Overow Vulnerability (CVE-2022-42898) | Samba Buffer Overflow Vulnerability (CVE-2022-42898) | 96.0
172.30.4.1 | Samba Buer Overow Vulnerability (CVE-2022-42898) | Samba Buffer Overflow Vulnerability (CVE-2022-42898) | 96.0
172.30.1.4 | Samba Buffer Overflow Vulnerability (CVE-2022-42898) | Samba Buffer Overflow Vulnerability (CVE-2022-42898) | 100.0
172.30.1.4 | Samba Command Injection Vulnerability (CVE-2025-10230) | Samba Command Injection Vulnerability (CVE-2025-10230) | 100.0
172.30.1.3 | Samba Command Injection Vulnerability (CVE-2025-10230) | Samba Command Injection Vulnerability (CVE-2025-10230) | 100.0
172.30.4.1 | Samba Command Injection Vulnerability (CVE-2025-10230) | Samba Command Injection Vulnerability (CVE-2025-10230) | 100.0
172.30.1.4 | Samba DoS Vulnerability (CVE-2018-16841) | Samba DoS Vulnerability (CVE-2018-16841) | 100.0
172.30.1.3 | Samba DoS Vulnerability (CVE-2018-16841) | Samba DoS Vulnerability (CVE-2018-16841) | 100.0
172.30.4.1 | Samba DoS Vulnerability (CVE-2018-16841) | Samba DoS Vulnerability (CVE-2018-16841) | 100.0
172.30.1.4 | Samba DoS Vulnerability (CVE-2019-14847) | Samba DoS Vulnerability (CVE-2019-14847) | 100.0
172.30.1.3 | Samba DoS Vulnerability (CVE-2019-14847) | Samba DoS Vulnerability (CVE-2019-14847) | 100.0
172.30.4.1 | Samba DoS Vulnerability (CVE-2019-14847) | Samba DoS Vulnerability (CVE-2019-14847) | 100.0
172.30.1.4 | Samba DoS Vulnerability (CVE-2019-3824) | Samba DoS Vulnerability (CVE-2019-3824) | 100.0
172.30.1.3 | Samba DoS Vulnerability (CVE-2019-3824) | Samba DoS Vulnerability (CVE-2019-3824) | 100.0
172.30.4.1 | Samba DoS Vulnerability (CVE-2019-3824) | Samba DoS Vulnerability (CVE-2019-3824) | 100.0
172.30.1.4 | Samba DoS Vulnerability (CVE-2020-10704) | Samba DoS Vulnerability (CVE-2020-10704) | 100.0
172.30.1.3 | Samba DoS Vulnerability (CVE-2020-10704) | Samba DoS Vulnerability (CVE-2020-10704) | 100.0
172.30.4.1 | Samba DoS Vulnerability (CVE-2020-10704) | Samba DoS Vulnerability (CVE-2020-10704) | 100.0
172.30.1.4 | Samba DoS Vulnerability (CVE-2020-10745) | Samba DoS Vulnerability (CVE-2020-10745) | 100.0
172.30.1.3 | Samba DoS Vulnerability (CVE-2020-10745) | Samba DoS Vulnerability (CVE-2020-10745) | 100.0
172.30.4.1 | Samba DoS Vulnerability (CVE-2020-10745) | Samba DoS Vulnerability (CVE-2020-10745) | 100.0
